County,State,CountyFIPS,Number,Lower Limit, Upper Limit
Avoyelles Parish,Louisiana,22009,3475.5,2321.3,4838
Calumet County,Wisconsin,55015,3478.9,2210.1,4996.1
Harrison County,Indiana,18061,3485.9,2264.4,4779.6
Coffee County,Georgia,13069,3488.6,2340.1,4911.4
Colquitt County,Georgia,13071,3494.7,2305.9,4931.3
Union County,Pennsylvania,42119,3506.6,2288,4914.2
Beltrami County,Minnesota,27007,3507.7,2730.6,4291.9
Campbell County,Tennessee,47013,3512.6,2242.8,4953.5
Delaware County,New York,36025,3514.7,2656.9,4521.5
Panola County,Mississippi,28107,3515.6,2622.2,4439.3
St. John The Baptist Parish,Louisiana,22095,3521.2,2368.7,4965.1
Jessamine County,Kentucky,21113,3524.6,2026,5129.1
Lincoln County,South Dakota,46083,3535.8,2934.6,4175.6
Susquehanna County,Pennsylvania,42115,3540,2097.5,5090.5
Preston County,West Virginia,54077,3542,2646,4650.3
Shenandoah County,Virginia,51171,3549.5,2489.7,5027.9
Yadkin County,North Carolina,37197,3550.8,2303.1,5010
Curry County,New Mexico,35009,3561.4,2699.4,4497.1
Starr County,Texas,48427,3561.5,2180.8,5306.9
Amherst County,Virginia,51009,3566.6,2528.2,4707
Bristol County,Rhode Island,44001,3571,2815.7,4487.2
Bolivar County,Mississippi,28011,3576.4,2729.4,4626.2
Oktibbeha County,Mississippi,28105,3578,2736,4536.8
Newberry County,South Carolina,45071,3583.3,2538.1,4812
Wood County,Texas,48499,3593.5,2234.6,5278.9
Wapello County,Iowa,19179,3593.7,2617,4576.9
Bedford County,Tennessee,47003,3600.3,2283.8,5212.2
Williams County,Ohio,39171,3605.1,2573.9,4951.9
Franklin County,Tennessee,47051,3605.9,2488,5000
Union County,Arkansas,5139,3606,2612.9,4701.7
Knox County,Illinois,17095,3607.6,2281.3,5361
Washington County,Vermont,50023,3608.6,3042.9,4222
Polk County,Wisconsin,55095,3610.1,2510.3,5079.1
Nelson County,Kentucky,21179,3616.6,2275.8,5085.5
Macoupin County,Illinois,17117,3617.5,2244.5,5724.3
Defiance County,Ohio,39039,3618.5,2420.6,4860.2
Mifflin County,Pennsylvania,42087,3629.1,2177.6,5484.1
Rusk County,Texas,48401,3630.6,2136.4,5571.3
Sullivan County,New Hampshire,33019,3638.7,2975.9,4374.7
Noble County,Indiana,18113,3641,2470.9,5066.9
Orleans County,New York,36073,3643.7,2642.3,4895.7
Barren County,Kentucky,21009,3648.2,2410.1,5135.5
Newaygo County,Michigan,26123,3662.9,2424.6,5166.1
Stephens County,Oklahoma,40137,3663.9,2595.5,4838.4
Franklin County,Vermont,50011,3665.6,3059.8,4344.7
Greene County,New York,36039,3667.3,2674.5,4781
Chilton County,Alabama,1021,3677.1,2600.8,4980.3
Webster Parish,Louisiana,22119,3679.4,2478.4,5134.7
Caroline County,Maryland,24011,3683,3072.6,4361.7
Clarendon County,South Carolina,45027,3684.9,2558.1,4789.8
Guernsey County,Ohio,39059,3693.8,2726.2,4750.5
Clinton County,Iowa,19045,3696.8,2787.5,4793
Lafayette County,Mississippi,28071,3699,2626.8,4914.7
Baxter County,Arkansas,5005,3700.3,2654.8,4889.4
Jackson County,Ohio,39079,3702.4,2989.6,4641.1
Muhlenberg County,Kentucky,21177,3713,2683.5,4936.9
Butler County,Missouri,29023,3722,2561.7,5135
St. Charles Parish,Louisiana,22089,3723.8,2416.4,5414.4
Delta County,Michigan,26041,3729.4,2439.7,5070.9
Madison County,Ohio,39097,3730.9,2461.2,5487
Washington County,Oklahoma,40147,3731.6,2589.8,5020
Okanogan County,Washington,53047,3731.6,2861.6,4707.9
Murray County,Georgia,13213,3737.2,2690.6,4990.3
Santa Cruz County,Arizona,4023,3741.1,2725.7,4882.8
Allegany County,New York,36003,3767.3,2776.3,4890
Putnam County,Indiana,18133,3773.5,2755.7,5000.3
Gallatin County,Montana,30031,3774,2855.2,4824.6
Hendry County,Florida,12051,3776.1,2860.4,4846.2
Bingham County,Idaho,16011,3776.2,2985.7,4692.7
Lawrence County,Indiana,18093,3780.8,2673.8,5163.3
Jackson County,Illinois,17077,3787.7,2260.7,5751.8
Halifax County,Virginia,51083,3792.4,2618.3,5064.6
Floyd County,Kentucky,21071,3801.5,2820.3,5016.5
St. Bernard Parish,Louisiana,22087,3805.3,2486.1,5412.8
Chester County,South Carolina,45023,3808.8,2689.2,5055.5
Broomfield County,Colorado,8014,3810.2,2455.5,5240.6
Chisago County,Minnesota,27025,3811.2,2661,5110.5
Columbia County,Wisconsin,55021,3811.5,2473.6,5361
Monroe County,Mississippi,28095,3817.3,2847.3,4789.2
Rio Arriba County,New Mexico,35039,3817.6,3001.8,4799.2
Perry County,Pennsylvania,42099,3823.2,2327.7,5894.4
Jackson County,North Carolina,37099,3829.6,2431.1,5619.2
Windsor County,Vermont,50027,3836,3211.4,4524.3
Auglaize County,Ohio,39011,3844.9,2882.2,4837.9
Richmond County,North Carolina,37153,3847.1,2463.4,5536.4
Otter Tail County,Minnesota,27111,3847.2,2848.2,4959.7
Warren County,Iowa,19181,3849.3,2747.6,5202.6
San Benito County,California,6069,3849.5,2287.9,5777.1
Lincoln County,Mississippi,28085,3849.7,3035.4,4785
Hancock County,Maine,23009,3857,3267.6,4513.9
Branch County,Michigan,26023,3860.3,2616.1,5301
Autauga County,Alabama,1001,3861.8,2659.3,5274
Coryell County,Texas,48099,3863.5,2344.3,5884.8
Scotland County,North Carolina,37165,3864.8,2592.6,5273
Queen Annes County,Maryland,24035,3870.4,3286.6,4544.4
Cocke County,Tennessee,47029,3873.9,2528.4,5565.9
Brown County,Ohio,39015,3881.9,2598.1,5339.4
Union County,Ohio,39159,3884.7,2823,4994
Highland County,Ohio,39071,3885.8,2959.3,5063.3
Greenbrier County,West Virginia,54025,3889.1,2967.2,4942.5
Shawano County,Wisconsin,55115,3893.1,2734.5,5326.8
Hoke County,North Carolina,37093,3898.6,2461.3,5572.3
Crawford County,Ohio,39033,3899.3,2932.1,4955.3
Bedford County,Pennsylvania,42009,3901,2454.4,5862.6
Ohio County,West Virginia,54069,3901.9,2874.6,5043.3
Lenoir County,North Carolina,37107,3904.4,2427.9,5633
Okeechobee County,Florida,12093,3912.9,3030.1,4890.2
Hancock County,Mississippi,28045,3915.2,2607.1,5555.7
Harris County,Georgia,13145,3919.3,2682,5426.8
Nez Perce County,Idaho,16069,3932.1,3097.5,4857.6
Mississippi County,Arkansas,5093,3941,2779.2,5269.7
Chenango County,New York,36017,3944.2,2979.9,5087.5
Fremont County,Colorado,8043,3952.4,2817.8,5309.6
Cerro Gordo County,Iowa,19033,3960.1,2999.2,5026
Preble County,Ohio,39135,3969.9,2637.1,5487
Polk County,Georgia,13233,3972.1,2702.1,5680.2
Kenai Peninsula Borough,Alaska,2122,3986.2,3148,4946.6
Douglas County,Nevada,32005,4001.8,2930.2,5326.5
Tallapoosa County,Alabama,1123,4003.5,2702.7,5609.7
Camden County,Georgia,13039,4007.7,2794.8,5552.6
Blue Earth County,Minnesota,27013,4020.2,3051.3,5206.6
Logan County,Oklahoma,40083,4032.5,2774.2,5686.7
Franklin County,Kentucky,21073,4038,2701.1,5670.1
Scott County,Missouri,29201,4040.9,3209.8,5047.7
Fayette County,Tennessee,47047,4048.4,2552,5935.4
Ashland County,Ohio,39005,4049.4,2667,5576.7
Thomas County,Georgia,13275,4049.5,2820.1,5557.7
Vermilion Parish,Louisiana,22113,4057.1,2801.4,5579.1
Anderson County,Texas,48001,4058.4,2572,5918.6
Cherokee County,South Carolina,45021,4063.5,2641.6,5900.1
Jackson County,Indiana,18071,4090.9,2732.4,5644.9
Beaufort County,North Carolina,37013,4104,2621.8,5795.5
Danville City,Virginia,51590,4105.4,2736.8,5814.1
Mecklenburg County,Virginia,51117,4108.3,3025.8,5313.6
Desoto County,Florida,12027,4121,3130.3,5315
Tuscola County,Michigan,26157,4121.1,2681.1,6078.5
Liberty County,Georgia,13179,4122.4,2672.6,5693.6
Tift County,Georgia,13277,4125,3033.5,5363
Carroll County,New Hampshire,33003,4137.1,3446.2,4879.9
Sequoyah County,Oklahoma,40135,4137.3,2815.7,5770.2
Granville County,North Carolina,37077,4141.9,2546.2,6200.4
Delaware County,Oklahoma,40041,4142.3,2936.5,5715.6
Cass County,Michigan,26027,4144.4,2702.1,5929.4
Carter County,Oklahoma,40019,4149.6,2917.8,5380.4
Tehama County,California,6103,4156.5,2429.9,6364.3
Lincoln County,Missouri,29113,4170.6,2706.7,5703.3
Shelby County,Indiana,18145,4172.1,2905.7,5648.9
Tazewell County,Virginia,51185,4173.8,2886.6,5741.7
Covington County,Alabama,1039,4187.4,3027.4,5510.7
Camden County,Missouri,29029,4195.5,2740,5895.2
Dallas County,Alabama,1047,4236.2,3194.9,5423
Dorchester County,Maryland,24019,4249.5,3641.1,4920.2
Wise County,Virginia,51195,4253.2,3219.6,5544.7
Portage County,Wisconsin,55097,4259,2911.1,5930.5
Warren County,Mississippi,28149,4268.6,2996.9,5682.6
St. Martin Parish,Louisiana,22099,4275.7,2852.3,6028.9
Henderson County,Kentucky,21101,4278.1,2874.3,5992.6
Walla Walla County,Washington,53071,4278.2,3099,5789.3
Darke County,Ohio,39037,4283.1,2859.8,5801.7
Chippewa County,Wisconsin,55017,4288.6,2807.3,6161.9
Jefferson County,Pennsylvania,42065,4292.8,2757.5,6184
Ward County,North Dakota,38101,4302.1,3580.9,5182.8
Cherokee County,Texas,48073,4321.5,2965.9,5970.7
Marquette County,Michigan,26103,4338.9,2813.6,6311.7
Hardin County,Texas,48199,4344.4,2800.6,6358.1
Logan County,West Virginia,54045,4351.2,3426.5,5470.5
Dallas County,Iowa,19049,4353.7,3093.2,5718.5
Huron County,Ohio,39077,4366.9,3169.5,5703.6
Miller County,Arkansas,5091,4369.2,3078.2,5799
Sauk County,Wisconsin,55111,4371.2,2915.5,6201.6
Lynchburg City,Virginia,51680,4371.6,2971.2,5958.7
Oldham County,Kentucky,21185,4376.7,2777.2,6282.9
Mcdowell County,North Carolina,37111,4381.9,2708.1,6402.5
Navarro County,Texas,48349,4383.9,2694.4,6489.2
Hall County,Nebraska,31079,4384.3,3667.8,5146.3
Escambia County,Alabama,1053,4394.2,3261.4,5718.7
Crittenden County,Arkansas,5035,4394.4,3263.3,5656.6
Van Zandt County,Texas,48467,4399.4,2868.9,6436.3
Monroe County,Tennessee,47123,4409.6,2935.2,6233.3
Osage County,Oklahoma,40113,4418.1,2995.6,6048.2
Garfield County,Oklahoma,40047,4421.6,3335.8,5662.2
Yuba County,California,6115,4432.6,2509.3,6535.6
Colleton County,South Carolina,45029,4438.9,3299.3,5714.1
Isabella County,Michigan,26073,4447.3,2928.7,6275
Grand Forks County,North Dakota,38035,4450.7,3539.4,5529
Jackson County,Georgia,13157,4458.4,2855.9,6495.6
Columbia County,Oregon,41009,4458.4,3029.8,5975.1
Grady County,Oklahoma,40051,4458.8,3196.4,5898.6
Tuolumne County,California,6109,4467.3,2718.5,7009.8
Waupaca County,Wisconsin,55135,4481.8,2996.4,6224.5
Stokes County,North Carolina,37169,4484.5,2902.7,6429.4
Boone County,Indiana,18011,4491.5,3111.2,6007.6
Columbia County,Pennsylvania,42037,4491.8,2966.6,6305.4
Warren County,New York,36113,4495.3,3378.9,5652.3
Kerr County,Texas,48265,4505.6,2860.1,6650.3
Tioga County,New York,36107,4514.8,3385.4,5706.3
Pickaway County,Ohio,39129,4527.1,3087.8,6531.1
Harrison County,Texas,48203,4554.5,2842.1,6714
Pike County,Mississippi,28113,4556.9,3554.2,5579.1
Cherokee County,Oklahoma,40021,4561.8,3365.9,6036.7
Edgecombe County,North Carolina,37065,4564.5,2855.7,6824.7
Jefferson County,West Virginia,54037,4572.7,3176.8,6220.8
Whiteside County,Illinois,17195,4575.8,3084.3,6507.1
Shiawassee County,Michigan,26155,4582.9,3088.4,6280.9
Chaves County,New Mexico,35005,4584.5,3582.8,5695.6
Wayne County,Pennsylvania,42127,4586.2,2957,6769.1
Rutland County,Vermont,50021,4596.5,3847.6,5439.5
Lee County,North Carolina,37105,4602.8,3144,6622
Tooele County,Utah,49045,4606.6,3841.8,5487.7
Pike County,Pennsylvania,42103,4626,2843,6967.1
York County,Virginia,51199,4632.8,3233.9,6463.6
Jackson County,Alabama,1071,4641,3112.7,6504.6
Nye County,Nevada,32023,4645.8,3322.9,6236.8
Williamsburg County,South Carolina,45089,4648.2,3779.5,5650.1
Culpeper County,Virginia,51047,4668.5,3078.2,6459.5
Saline County,Kansas,20169,4671.5,3716.1,5690.3
Loudon County,Tennessee,47105,4674.3,2939.5,6914.5
Itasca County,Minnesota,27061,4688.8,3546.6,5790.7
Rice County,Minnesota,27131,4696.4,3574.8,5934.9
Klamath County,Oregon,41035,4697.6,3285.4,6437.8
Carson City,Nevada,32510,4710.2,3577.8,6059.6
Coffee County,Alabama,1031,4713,3498.4,6306.9
Suwannee County,Florida,12121,4718.7,3775.8,5718.7
Fauquier County,Virginia,51061,4722,3205.7,6439.8
Natrona County,Wyoming,56025,4726.8,4009.7,5459.2
Vermilion County,Illinois,17183,4727.3,3065.5,6993.6
Spalding County,Georgia,13255,4731.1,3041,6846.5
Franklin County,Virginia,51067,4732.8,3163.9,6560.1
Taney County,Missouri,29213,4747.5,3137.6,6643.5
Livingston County,New York,36051,4751.6,3383.9,6277.9
Otsego County,New York,36077,4780.9,3776.5,5888.7
Lincoln County,Oregon,41041,4793,3290.6,6451.2
Pender County,North Carolina,37141,4803.5,2971.2,6989
Barry County,Michigan,26015,4804.6,3298.4,6961.8
Lyon County,Nevada,32019,4807.2,3450.1,6409.4
Le Flore County,Oklahoma,40079,4809,3495.9,6288.7
Adams County,Illinois,17001,4809.6,3058,6839.2
Colbert County,Alabama,1033,4821.1,3185.7,6892.7
St. Francois County,Missouri,29187,4833.5,3431.1,6664.7
Fairbanks North Star Borough,Alaska,2090,4840.5,3954.1,5800
Fulton County,New York,36035,4868.5,3827,5974
Midland County,Michigan,26111,4873.8,3113.7,6868.6
Montcalm County,Michigan,26117,4887.7,3339.4,6829.1
Mayes County,Oklahoma,40097,4891.8,3461.2,6523.3
Tipton County,Tennessee,47167,4901.5,3153.3,7231.6
Greene County,Arkansas,5055,4908,3607.9,6514.1
Washington County,New York,36115,4916.8,3763.9,6326.7
Lake County,California,6033,4923.2,2969.4,7463.5
Columbia County,New York,36021,4925,3814.8,6107.8
Marion County,West Virginia,54049,4938.1,3878.1,6210.3
Franklin County,Massachusetts,25011,4940.4,3522.8,6664.6
Washington County,Mississippi,28151,4945.3,3947.1,6076.2
Venango County,Pennsylvania,42121,4965.7,3227.9,7106.1
Bradford County,Pennsylvania,42015,4973.4,3201.4,7061.3
Oxford County,Maine,23017,4984.1,4199.7,5787.9
Nacogdoches County,Texas,48347,4996.8,3530.1,6778.6
Newton County,Missouri,29145,5003.3,3354.1,6856.3
Lewis And Clark County,Montana,30049,5010.3,4037,6129.8
Knox County,Ohio,39083,5016.1,3903.4,6342.1
Benton County,Oregon,41003,5018.2,3527.6,6917.1
Montgomery County,New York,36057,5018.6,3893.8,6133.2
Wayne County,West Virginia,54099,5019.1,3835.9,6332.7
Payne County,Oklahoma,40119,5021.8,3622.7,6879
Eddy County,New Mexico,35015,5024.2,3869.3,6313.2
Blount County,Alabama,1009,5043.5,3481.9,7076.3
Jefferson County,Wisconsin,55055,5051.8,3221.7,7424.8
Washington County,Virginia,51191,5067.3,3481,6891.9
Floyd County,Indiana,18043,5081.6,3398.2,7110
Wayne County,Indiana,18177,5084.5,3526.1,6883.5
Jefferson County,Tennessee,47089,5085.9,3507.3,7257.6
Gordon County,Georgia,13129,5116.2,3521.1,7143.2
Lowndes County,Mississippi,28087,5120.2,3872.8,6425.1
Seneca County,Ohio,39147,5136.4,3765.7,6651.1
Effingham County,Georgia,13103,5138.3,3453.8,6977.6
Washington Parish,Louisiana,22117,5138.3,3598,6784.8
Laurens County,Georgia,13175,5144.3,4102.4,6320.4
Story County,Iowa,19169,5147.3,3866.6,6598.1
Halifax County,North Carolina,37083,5163,3423.9,7392.7
Sandusky County,Ohio,39143,5164.4,3927,6756.9
Carbon County,Pennsylvania,42025,5167.7,3217.1,7469.4
St. Joseph County,Michigan,26149,5169.8,3598.1,7264.9
Gibson County,Tennessee,47053,5180.4,3749,7046.5
Levy County,Florida,12075,5182.6,4168.8,6463.9
St. Mary Parish,Louisiana,22101,5187,3744.2,6697.3
Hopkins County,Kentucky,21107,5192,3863.7,6679
Somerset County,Maine,23025,5235.5,4540,5922.4
Chesterfield County,South Carolina,45025,5236.9,3664.9,6876.3
Genesee County,New York,36037,5244,3910.4,6685.3
Catoosa County,Georgia,13047,5255.3,3532.9,7388.3
Tompkins County,New York,36109,5260.2,3872.9,6822.3
Herkimer County,New York,36043,5260.6,4159.8,6524.9
Hawkins County,Tennessee,47073,5262.9,3540.3,7378.1
Crow Wing County,Minnesota,27035,5279.4,4093.4,6486.9
Creek County,Oklahoma,40037,5283.2,3722.8,7238.7
Walker County,Texas,48471,5285.1,3604,7399.1
Maverick County,Texas,48323,5286.2,4161.6,6660.1
Otero County,New Mexico,35035,5290,4156.5,6538.4
Gila County,Arizona,4007,5293.6,4509.1,6138.8
Washington County,Ohio,39167,5297.7,3825.6,6882.6
Franklin County,New York,36033,5317.4,4244.4,6699.1
Butler County,Kansas,20015,5337.1,4142.8,6662.9
Warrick County,Indiana,18173,5348.4,3548.9,7082.8
Franklin County,Washington,53021,5349.9,3767.4,7010.7
Belknap County,New Hampshire,33001,5358,4415.1,6372.6
Ozaukee County,Wisconsin,55089,5361.8,3189.7,8176.8
Liberty County,Texas,48291,5364.1,3419.1,8211.8
Roane County,Tennessee,47145,5366.4,3504.3,7557.1
Cheshire County,New Hampshire,33005,5380.7,4478.7,6367.6
Athens County,Ohio,39009,5383,4267.1,6437.9
Monroe County,Florida,12087,5384,3928.3,7153.1
Campbell County,Virginia,51031,5404.9,4015.6,6924.4
Kauai County,Hawaii,15007,5421.8,4735.9,6150.1
Chelan County,Washington,53007,5426.9,4047.8,6952.2
Pope County,Arkansas,5115,5434.9,4065.8,7039.5
Valencia County,New Mexico,35061,5442.3,4056.5,7237.9
Flathead County,Montana,30029,5444.7,4287.4,6734.8
Columbus County,North Carolina,37047,5466.8,3680.4,7479.8
Anderson County,Tennessee,47001,5473.1,3622.4,7719.2
Wise County,Texas,48497,5485.7,3375.3,8300.8
Madison County,New York,36053,5486,3959.9,7278.9
Ionia County,Michigan,26067,5507,3939.9,7402.8
Duplin County,North Carolina,37061,5513,3648.1,8039.2
Lamar County,Mississippi,28073,5526.5,4054.5,7046
Pearl River County,Mississippi,28109,5527.8,3843.3,7315.8
Stanly County,North Carolina,37167,5531,3389.6,7985.3
Manitowoc County,Wisconsin,55071,5542.5,3751.1,8028.2
Crawford County,Arkansas,5033,5562.2,3935.4,7215.1
Burleigh County,North Dakota,38015,5567.6,4662.6,6782.9
Newport County,Rhode Island,44005,5568.1,4636,6567.6
Missoula County,Montana,30063,5571.6,4469.7,6929.7
Coffee County,Tennessee,47031,5586.4,3975.1,7322.2
Eau Claire County,Wisconsin,55035,5600.4,3812.5,7687.4
Walker County,Alabama,1127,5608,4166.2,7384.2
Sullivan County,New York,36105,5613.8,4200.5,7274.4
Robertson County,Tennessee,47147,5619.5,3771.5,7989.5
Christian County,Missouri,29043,5625.5,3779.7,7902.8
Christian County,Kentucky,21047,5641.5,4228.6,7236.7
Rockwall County,Texas,48397,5642,3285.6,8653.5
Sherburne County,Minnesota,27141,5654.5,4188.2,7323.5
Acadia Parish,Louisiana,22001,5660.1,3934.6,7631
Salem County,New Jersey,34033,5660.2,3883.7,7650.8
Wilkes County,North Carolina,37193,5660.5,3682.6,8029.1
Umatilla County,Oregon,41059,5667.1,4201.4,7331.1
Troup County,Georgia,13285,5667.4,3966.7,7659.2
Putnam County,West Virginia,54079,5704.8,4512.3,7094
Frederick County,Virginia,51069,5706.6,3742.3,8172.8
Jackson County,Florida,12063,5721,4745.1,6788.5
Dale County,Alabama,1045,5726.4,4283.8,7300.1
Laurel County,Kentucky,21125,5734.6,4117.4,7583.9
Barrow County,Georgia,13013,5757.6,3712,8416.1
Chatham County,North Carolina,37037,5757.6,3622.1,8294.1
Williamson County,Illinois,17199,5761.8,3623.6,8321.2
Worcester County,Maryland,24047,5770.9,4613.9,7083.1
Armstrong County,Pennsylvania,42005,5781.4,3613.3,8300.1
Crawford County,Pennsylvania,42039,5793.9,3800,8360.6
Putnam County,New York,36079,5796.6,3869.9,8178.2
Cole County,Missouri,29051,5797.2,4069.1,7893.4
Lea County,New Mexico,35025,5798.8,4563.5,7172.6
Mason County,Washington,53045,5827.2,4355.5,7470.2
Russell County,Alabama,1113,5844.3,4120.7,7909.9
Rutherford County,North Carolina,37161,5875.8,3727.9,8485.7
Hood County,Texas,48221,5897.4,3813.9,8825.5
Bannock County,Idaho,16005,5906.2,4754.6,7200.4
Boyd County,Kentucky,21019,5934.4,4456.5,7412.4
Hamblen County,Tennessee,47063,5940.9,4083.4,8166.3
Indiana County,Pennsylvania,42063,5941.4,3541.6,8852.3
Iberia Parish,Louisiana,22045,5963.3,4286.5,7990.4
Grafton County,New Hampshire,33009,5968.5,4729.2,7188.3
Mendocino County,California,6045,5975.5,3866.1,8964.1
Dekalb County,Alabama,1049,5994.1,4322.7,8199.2
Cape Girardeau County,Missouri,29031,6004.7,4387.8,7768.5
Cayuga County,New York,36011,6019.1,4353.1,7890.6
Dodge County,Wisconsin,55027,6035,3983.6,8674.9
Carter County,Tennessee,47019,6045.2,4167.2,8304.4
Grant County,Indiana,18053,6049.7,4482.4,8064.9
St. Croix County,Wisconsin,55109,6050.2,3842,8441.7
Lawrence County,Ohio,39087,6059.1,4739.7,7460.3
Pike County,Kentucky,21195,6070.5,4550.2,7849.1
Sampson County,North Carolina,37163,6087.3,4120.8,8721.4
Coos County,Oregon,41011,6098.7,4401.6,7841.1
Pulaski County,Kentucky,21199,6105.6,4641.2,7844.2
Polk County,Texas,48373,6125.8,5188.5,7179.1
Somerset County,Pennsylvania,42111,6145.1,3838.1,8933.9
Wood County,Wisconsin,55141,6148.5,4335.1,8153.2
Bulloch County,Georgia,13031,6166.8,4519.5,8089.3
Mcminn County,Tennessee,47107,6179.9,4698.7,7941.7
Fond Du Lac County,Wisconsin,55039,6185.8,4208.8,8720.6
Hancock County,Ohio,39063,6212.7,4743.3,7840.2
Fayette County,West Virginia,54019,6213.1,4889.3,7639.3
Clallam County,Washington,53009,6222.4,4525.6,7985.4
Carteret County,North Carolina,37031,6234.2,4012.8,8834.8
Madison County,Kentucky,21151,6282.4,4260.6,8798.8
Dekalb County,Illinois,17037,6290.7,4158.7,9137.1
Van Buren County,Michigan,26159,6304.2,4220.3,8713.6
Mccracken County,Kentucky,21145,6306.3,4738.7,8135.6
Walworth County,Wisconsin,55127,6306.5,3983.2,9171.7
Lonoke County,Arkansas,5085,6309.6,4547.1,8298.6
Island County,Washington,53029,6328.9,4753.4,7980.7
Clearfield County,Pennsylvania,42033,6330.7,3985.7,9372
Cascade County,Montana,30013,6334.5,5338,7369.1
Reno County,Kansas,20155,6339.6,4940,7996.2
Douglas County,Kansas,20045,6340.6,5181.4,7598.7
San Patricio County,Texas,48409,6344.9,5164,7679.2
Twin Falls County,Idaho,16083,6357.4,5138.3,7840.5
Nevada County,California,6057,6374.7,3591.4,9528.3
Bullitt County,Kentucky,21029,6404,4225,9163.3
Cache County,Utah,49005,6409.7,5202.3,7756.9
Bowie County,Texas,48037,6415.7,3935.7,10231.4
Belmont County,Ohio,39013,6431.2,5096.1,7782
Henry County,Virginia,51089,6434.1,4753.4,8384.1
Campbell County,Kentucky,21037,6434.5,4488.4,8761.8
Forrest County,Mississippi,28035,6453.9,4896.9,8309.3
Hancock County,Indiana,18059,6467.8,4722.1,8477
Pittsylvania County,Virginia,51143,6473.1,4914.7,8222.7
Dubuque County,Iowa,19061,6486.5,5033.8,8049.3
Wilson County,North Carolina,37195,6498.4,4002.8,9490.5
Bedford County,Virginia,51019,6508.7,4748.7,8475.4
Grand Traverse County,Michigan,26055,6550.6,4751.4,8853.4
Gadsden County,Florida,12039,6558,5053.6,8184.4
Sutter County,California,6101,6561.6,4073,9392.9
Geauga County,Ohio,39055,6571.7,4453.7,9050.9
Mercer County,West Virginia,54055,6612.4,5183.9,8070.6
Limestone County,Alabama,1083,6631.1,4312.5,9787
Surry County,North Carolina,37171,6633.2,4263,9518
Muskogee County,Oklahoma,40101,6647.2,5050.1,8503.4
Lincoln County,North Carolina,37109,6656,4040.7,9783.2
Northumberland County,Pennsylvania,42097,6658.4,4464.7,9230.4
Rockdale County,Georgia,13247,6677.3,4073,9976.7
Walker County,Georgia,13295,6685.8,4539.6,9177.4
Pottawatomie County,Oklahoma,40125,6686.3,5071.7,8419.5
Erie County,Ohio,39043,6735.6,5164.9,8530.4
St. Landry Parish,Louisiana,22097,6740.7,4816.4,8934.6
Potter County,Texas,48375,6751.6,4041,10068.7
Kosciusko County,Indiana,18085,6754,4821.2,8900.3
Yamhill County,Oregon,41071,6760.7,4871.6,8873.4
Orange County,Texas,48361,6761.2,4562.1,9580.8
Matanuska-Susitna Borough,Alaska,2170,6762.5,5597.4,8128.3
Mercer County,Pennsylvania,42085,6789.2,4404.7,9578.2
Hunterdon County,New Jersey,34019,6790.5,4789.4,9387.7
Franklin County,North Carolina,37069,6791.6,4444.7,9837.7
Clinton County,Michigan,26037,6812.2,4867.5,9005.4
Cass County,Missouri,29037,6835.6,5105.9,9236.4
Hunt County,Texas,48231,6837.4,4030.4,10319
Putnam County,Tennessee,47141,6846.4,4939.1,8956.5
Marion County,Ohio,39101,6850.3,5615.1,8177.1
Oconee County,South Carolina,45073,6862.5,4972.7,8858.5
Allegany County,Maryland,24001,6874.3,5881.6,8025.8
Rockingham County,Virginia,51165,6887.4,5129.2,8762.2
Polk County,Oregon,41053,6907.2,4999.9,8832.8
Carver County,Minnesota,27019,6915.9,4965.4,9050.2
Warren County,New Jersey,34041,6926.7,4852.5,9026.2
Montgomery County,Virginia,51121,6928.5,5117.2,8997.4
Macon County,Illinois,17115,6972.5,4436.2,9962.6
James City County,Virginia,51095,6990.1,4899.3,9649.3
Haywood County,North Carolina,37087,7025.8,4918.8,9458.2
Laramie County,Wyoming,56021,7032.8,6144,8037.1
Kershaw County,South Carolina,45055,7033.2,4870.9,9381.1
Moore County,North Carolina,37125,7087.6,4824.6,9927.5
Walton County,Georgia,13297,7106.7,4997.1,9532.4
White County,Arkansas,5145,7110.7,5320,9282.3
Lapeer County,Michigan,26087,7123.8,4835.6,9759
Bartholomew County,Indiana,18005,7137.5,5021.7,9296.5
Tuscarawas County,Ohio,39157,7138.6,5512.1,8916.5
Buchanan County,Missouri,29021,7160.9,5715.1,8816.6
La Crosse County,Wisconsin,55063,7213,5036.7,10053
Victoria County,Texas,48469,7241,4891.4,10191.6
Jefferson County,Ohio,39081,7241.1,5856.4,8824.8
Aroostook County,Maine,23003,7259.3,6321.6,8239.2
Lewis County,Washington,53041,7293.7,5571.3,9108.8
Henderson County,Texas,48213,7299.1,4874.2,10506.7
Cumberland County,Tennessee,47035,7304.5,5369.8,9553.2
Greenwood County,South Carolina,45047,7341.8,5671.7,9297.3
Howard County,Indiana,18067,7369.6,5406.4,9336.2
Platte County,Missouri,29165,7392.2,5312.6,9812.4
Darlington County,South Carolina,45031,7414.2,5525.3,9532.5
Wayne County,New York,36117,7418.4,5352.2,9831.6
Columbia County,Florida,12023,7432,6124.2,8931.1
Monongalia County,West Virginia,54061,7436.3,5756.8,9414.8
Tom Green County,Texas,48451,7442.7,4597.7,11106.9
Leavenworth County,Kansas,20103,7449.6,6124.9,8917.3
Greene County,Tennessee,47059,7452.2,5341.5,9906.3
