County,State,CountyFIPS,Number,Lower Limit, Upper Limit
Union County,Illinois,17181,1158.8,654.6,1800.9
Charlotte County,Virginia,51037,1159.6,763.9,1693.6
Oglala Lakota County,South Dakota,46102,1160.8,956.8,1370.9
West Feliciana Parish,Louisiana,22125,1161,657.2,1689.3
Uinta County,Wyoming,56041,1162.9,841.1,1533.3
Lawrence County,Mississippi,28077,1163.3,797.6,1605.9
Colusa County,California,6011,1164.9,656,1877.5
Jefferson County,Iowa,19101,1170.2,767.9,1648.5
Lewis County,Kentucky,21135,1170.8,742.6,1643.4
Torrance County,New Mexico,35057,1173.8,715.2,1710
Richland County,North Dakota,38077,1174.8,896.4,1491.7
Allen County,Kansas,20001,1176.2,802.1,1606.8
Marquette County,Wisconsin,55077,1177.7,723.5,1757
Mills County,Iowa,19129,1178.1,790.7,1604.4
Dickenson County,Virginia,51051,1178.3,779.6,1693.9
Redwood County,Minnesota,27127,1179.2,800,1650.7
York County,Nebraska,31185,1179.4,941.6,1465
Otoe County,Nebraska,31131,1179.9,929.9,1471.5
Lee County,Texas,48287,1182,727.7,1835.9
Floyd County,Iowa,19067,1183.6,813.3,1676.5
Harrison County,Iowa,19085,1185.6,735,1730.7
Dallas County,Missouri,29059,1185.7,731.7,1782.3
Pend Oreille County,Washington,53051,1188.4,799.1,1594.7
Conecuh County,Alabama,1035,1188.7,781.6,1676.6
Caldwell County,Kentucky,21033,1189.3,758.1,1698.8
Kingfisher County,Oklahoma,40073,1193.2,810,1693.2
Swain County,North Carolina,37173,1197.7,674.1,1831
Perquimans County,North Carolina,37143,1201.2,711.3,1820.6
Nelson County,Virginia,51125,1201.8,691.2,1796.7
Chowan County,North Carolina,37041,1202.6,726.4,1864.3
Clay County,Iowa,19041,1204.3,817.3,1659.9
Big Horn County,Montana,30003,1204.7,896.4,1544.9
Price County,Wisconsin,55099,1205,775.4,1723
Lancaster County,Virginia,51103,1206.7,819,1652.5
Presque Isle County,Michigan,26141,1207.4,727.6,1747.1
Beadle County,South Dakota,46005,1210.1,735.3,1767.4
Garrard County,Kentucky,21079,1210.7,721.4,1813.9
Wright County,Iowa,19197,1210.8,811.7,1654.4
Fulton County,Arkansas,5049,1211.8,779.9,1714
Lunenburg County,Virginia,51111,1211.8,797.4,1721.8
Colfax County,New Mexico,35007,1213.3,863,1653.1
Hood River County,Oregon,41027,1213.8,741,1955.4
Douglas County,Illinois,17041,1214.8,681.6,1909.7
Hockley County,Texas,48219,1216.2,718.4,1903.8
Lake County,Michigan,26085,1216.6,744.1,1721.4
Hutchinson County,Texas,48233,1218.2,673.3,1918.1
Appomattox County,Virginia,51011,1221,759.9,1765.1
Mercer County,Illinois,17131,1224,735.5,1890.6
Stutsman County,North Dakota,38093,1224.4,884.5,1597.2
Grant County,West Virginia,54023,1228.7,825.8,1760.5
Yalobusha County,Mississippi,28161,1231.3,817.6,1698.1
Fleming County,Kentucky,21069,1231.4,828.4,1716.1
Gasconade County,Missouri,29073,1233.1,761.2,1834.7
Lafayette County,Wisconsin,55065,1233.1,757.3,1903.4
Lamar County,Georgia,13171,1234.4,715.3,2033.6
Jerome County,Idaho,16053,1234.9,804.9,1797.5
Wayne County,Tennessee,47181,1235.1,793.2,1872.8
Gonzales County,Texas,48177,1236.3,716.1,2016.1
Carroll County,Iowa,19027,1238.9,831.9,1763.8
Lawrence County,Arkansas,5075,1240.7,824.1,1799.2
Edgar County,Illinois,17045,1242.3,703.2,1953.1
Mississippi County,Missouri,29133,1244.6,880,1669.5
Eastland County,Texas,48133,1246.8,692.7,1939.7
Wright County,Missouri,29229,1247,752.7,1838.4
Seward County,Kansas,20175,1248.6,843.3,1785.8
Jones County,Texas,48253,1249.9,787.2,1837.2
Casey County,Kentucky,21045,1251.9,786,1843.9
Calhoun County,South Carolina,45017,1253.9,780.6,1884.1
Macon County,Missouri,29121,1255,854.3,1718.7
Blaine County,Idaho,16013,1259.4,852.3,1783.2
Taylor County,Wisconsin,55119,1259.7,815,1815
Lewis County,West Virginia,54041,1261.4,822.9,1754.2
Livingston County,Missouri,29117,1261.6,816.4,1785.2
Sierra County,New Mexico,35051,1261.8,833.1,1768.2
Dooly County,Georgia,13093,1263.6,801.8,1870.5
Waseca County,Minnesota,27161,1266.3,866,1750.6
Pulaski County,Georgia,13235,1267,831.8,1804.1
Perry County,Indiana,18123,1267.8,766.2,1876.6
Simpson County,Kentucky,21213,1268.6,751.7,1950.5
Socorro County,New Mexico,35053,1269.2,825,1775.6
Leon County,Texas,48289,1269.5,717.9,1983.9
Fayette County,Alabama,1057,1270.9,804.1,1840.7
Gray County,Texas,48179,1271.1,693.6,2095.5
Glacier County,Montana,30035,1271.9,995.6,1554
Hancock County,Illinois,17067,1273.1,755.6,1962.6
Poweshiek County,Iowa,19157,1275.5,831.1,1829.2
Mason County,Kentucky,21161,1277.3,766,1890.5
Kanabec County,Minnesota,27065,1281.5,837.9,1793.9
Claiborne Parish,Louisiana,22027,1284.7,720.2,2019.2
Monroe County,West Virginia,54063,1286.2,874.5,1764.3
Las Animas County,Colorado,8071,1286.3,842.4,1845.4
Crawford County,Illinois,17033,1290.5,755.7,1943.1
Amite County,Mississippi,28005,1290.7,872,1820.8
Dewitt County,Texas,48123,1291.8,779.1,1896.2
Madison County,Idaho,16065,1291.9,893.3,1755.3
Lamar County,Alabama,1075,1294.2,846.6,1781.2
Park County,Colorado,8093,1295.3,758.9,1949.6
Bamberg County,South Carolina,45009,1295.4,790.5,1840.4
Fountain County,Indiana,18045,1295.8,844.6,1909.3
Mccormick County,South Carolina,45065,1295.8,895.4,1786.8
Adams County,Washington,53001,1297,958.6,1677.6
Crenshaw County,Alabama,1041,1297.1,874,1861.1
Hamilton County,Florida,12047,1298.2,978,1666
Harrison County,Ohio,39067,1299.2,895.5,1762.2
Houston County,Minnesota,27055,1302.9,873.4,1888.1
Dickinson County,Kansas,20041,1303.3,905.4,1792.3
Baker County,Oregon,41001,1304.4,837.5,1892
San Juan County,Utah,49037,1304.5,1027.8,1627.9
Chaffee County,Colorado,8015,1308,837.9,1856.7
Avery County,North Carolina,37011,1310.8,759.4,2111.7
Calhoun County,Florida,12013,1311.7,1033.3,1625.9
Bosque County,Texas,48035,1312.5,751,2057.4
Burleson County,Texas,48051,1313.4,745.7,2065.6
Elbert County,Georgia,13105,1314.6,809.8,1925.6
Texas County,Oklahoma,40139,1318.8,861.3,1828.2
Banks County,Georgia,13011,1319,771.5,2094
Sibley County,Minnesota,27143,1319.2,900.6,1820.8
Inyo County,California,6027,1320.6,788.7,2070.5
Shoshone County,Idaho,16079,1320.8,965.4,1795.5
Marion County,Kentucky,21155,1321,827.4,1909.7
Colonial Heights City,Virginia,51570,1321.3,845.5,1966.3
Tallahatchie County,Mississippi,28135,1321.6,877.4,1823.7
Greene County,Mississippi,28041,1322.9,859.6,1816.1
Summit County,Colorado,8117,1324,833.4,2053.3
Sequatchie County,Tennessee,47153,1325.3,857.6,1876.6
Rockcastle County,Kentucky,21203,1327.3,829.4,1929.3
Humphreys County,Tennessee,47085,1330.4,765.3,2100.9
Choctaw County,Oklahoma,40023,1331.2,827.2,1946.7
Pike County,Missouri,29163,1331.3,867.1,1835.4
Otero County,Colorado,8089,1331.6,834.7,1947.8
Delaware County,Iowa,19055,1334.3,918.7,1862
Harrison County,Kentucky,21097,1334.5,799.1,2009.9
Rush County,Indiana,18139,1335.1,861.3,1906
Unicoi County,Tennessee,47171,1335.3,803.4,2074.8
Calhoun County,Mississippi,28013,1335.4,940.5,1811.1
Yancey County,North Carolina,37199,1336.6,797.8,2067.1
Franklin Parish,Louisiana,22041,1337.1,823.5,1996.1
Tipton County,Indiana,18159,1337.2,790.4,1915.7
Bristol City,Virginia,51520,1337.3,809.7,2073.1
Young County,Texas,48503,1338.4,789.1,2094.7
Dent County,Missouri,29065,1338.9,811.2,2076.5
Rusk County,Wisconsin,55107,1340.1,809.9,1933.5
Montague County,Texas,48337,1340.5,788.1,2059.6
Mariposa County,California,6043,1344.8,764.5,2095.8
Smith County,Tennessee,47159,1346.3,790.8,2090.4
Hardy County,West Virginia,54031,1346.4,905.4,1876.4
Davison County,South Dakota,46035,1347.1,881,1944.3
Lincoln County,New Mexico,35027,1347.5,918.8,1807.6
Clay County,Arkansas,5021,1348.4,885.5,1931.3
Bates County,Missouri,29013,1348.9,927.2,1851.3
Osage County,Kansas,20139,1352.2,913.5,1826.4
Freestone County,Texas,48161,1353.8,771.6,2019.5
Bourbon County,Kentucky,21017,1355.5,821.4,2092.2
Dukes County,Massachusetts,25007,1358.9,865.7,2015.6
Johnson County,Tennessee,47091,1359.6,863.6,1967.1
Nodaway County,Missouri,29147,1360.5,945.2,1895.1
Jefferson County,Georgia,13163,1362.4,835.9,1935.8
Choctaw County,Alabama,1023,1362.9,962.9,1900.3
Gogebic County,Michigan,26053,1363.2,820.3,2037
Richland County,Wisconsin,55103,1363.4,822.1,2021.4
Noble County,Ohio,39121,1364.6,904.5,1884
Union County,Florida,12125,1366.2,996.4,1840.7
Alleghany County,Virginia,51005,1368.4,895,2010.8
Fayette County,Illinois,17051,1368.9,770.1,2202.8
Sevier County,Arkansas,5133,1369.6,945.9,1901.4
Mcintosh County,Georgia,13191,1371,898.7,2007.1
Jefferson County,Idaho,16051,1372.2,944.3,1905.8
Brown County,Indiana,18013,1373.5,842.9,2088.2
Jefferson County,Florida,12065,1373.9,1003.6,1819.4
Nottoway County,Virginia,51135,1375.2,836.9,1982.2
Brooks County,Georgia,13027,1376.8,895.1,2018.4
Drew County,Arkansas,5043,1377.1,916.1,1961.3
Greene County,Virginia,51079,1381.8,834.1,2038.4
Morgan County,Tennessee,47129,1387.5,844.4,2106.2
Benton County,Tennessee,47005,1388.4,891.1,2017
Jackson County,Arkansas,5067,1389.5,937.7,1977.6
Parke County,Indiana,18121,1392,864.2,2175.6
Waynesboro City,Virginia,51820,1392.4,845.3,2149.6
Beckham County,Oklahoma,40009,1392.7,899.8,1985.1
Gulf County,Florida,12045,1394.1,1085.8,1741.8
Ben Hill County,Georgia,13017,1397.8,892,2037.5
Lavaca County,Texas,48285,1398.4,808,2217.8
Mahaska County,Iowa,19123,1398.7,924.8,1958.2
Bourbon County,Kansas,20011,1402.9,1003.7,1873.5
Grayson County,Virginia,51077,1406.2,903.5,2107
Jackson County,Iowa,19097,1407.4,934.1,2002.7
Lee County,South Carolina,45061,1409.7,875.4,2102
Kalkaska County,Michigan,26079,1411.2,863.2,2184.3
Spencer County,Kentucky,21215,1413.7,836.7,2157.7
Stone County,Mississippi,28131,1417,898.9,2100.1
Covington County,Mississippi,28031,1419.2,911.8,2068
Fayette County,Iowa,19065,1422.4,956.7,1957.6
Potter County,Pennsylvania,42105,1424.3,878.5,2174.3
Sevier County,Utah,49041,1424.4,1039.3,1841.6
Grant County,Arkansas,5053,1426.3,917.1,2038.6
Vernon County,Missouri,29217,1426.4,833,2152.7
Wetzel County,West Virginia,54103,1427.7,959.9,1982.5
Hardin County,Iowa,19083,1432.4,940,2007.4
Kossuth County,Iowa,19109,1433.5,958.7,2040.3
Marshall County,Oklahoma,40095,1434.9,882.9,1994.6
Dickinson County,Iowa,19059,1436.1,985.3,1936.9
Spencer County,Indiana,18147,1438.7,885.8,2159.4
Brantley County,Georgia,13025,1446.9,902.2,2125.6
Clayton County,Iowa,19043,1447.5,994.8,1997.6
Hale County,Alabama,1065,1449.1,945,2037.2
Montour County,Pennsylvania,42093,1452.9,877.3,2221.6
Dodge County,Minnesota,27039,1453.5,1015.6,2009.4
Morgan County,Missouri,29141,1456.6,927.3,2166.9
Richland Parish,Louisiana,22083,1457.2,871.5,2228.4
Kewaunee County,Wisconsin,55061,1457.2,825.5,2218.7
Mccreary County,Kentucky,21147,1458.4,946.9,2132.2
Plymouth County,Iowa,19149,1463.8,954,2066
Washington County,Iowa,19183,1464.9,974.2,2031.4
Perry County,Illinois,17145,1466.4,864.7,2197.7
Jay County,Indiana,18075,1470.4,878,2182.8
Union County,Tennessee,47173,1471.1,888.7,2264.6
Yankton County,South Dakota,46135,1474.5,963.8,2138.2
Smith County,Mississippi,28129,1477.6,1048.8,2022.3
Roane County,West Virginia,54087,1478.5,1045.1,2053.5
Woodward County,Oklahoma,40153,1481.5,1012.1,2071.5
Franklin County,Arkansas,5047,1481.6,932.9,2153.8
Burnett County,Wisconsin,55013,1482,896.4,2113.7
Hart County,Kentucky,21099,1482.6,906.7,2212.7
Ste. Genevieve County,Missouri,29186,1483.9,944.5,2185.4
Wasatch County,Utah,49051,1486.7,1099.6,1910.2
Saline County,Illinois,17165,1488.4,853.2,2467.8
Fulton County,Indiana,18049,1497.5,882.2,2273.9
Fredericksburg City,Virginia,51630,1498.5,958,2231.6
Perry County,Missouri,29157,1499.2,948.2,2203.6
Lawrence County,South Dakota,46081,1499.8,1039.2,2125.8
Paulding County,Ohio,39125,1500.3,959.3,2126.5
Aitkin County,Minnesota,27001,1502,1032.9,1982.3
Plaquemines Parish,Louisiana,22075,1502.4,911.5,2343
Appling County,Georgia,13001,1508.1,944.1,2184.3
Kleberg County,Texas,48273,1509.5,837.9,2410.8
Jackson County,Wisconsin,55053,1509.7,922.2,2258.7
Jasper County,Mississippi,28061,1509.8,1018.8,2063.6
Langlade County,Wisconsin,55067,1510.3,913,2282.1
Giles County,Virginia,51071,1511.9,922.5,2251.2
Anderson County,Kentucky,21005,1512.5,941.3,2328.1
Meeker County,Minnesota,27093,1513,1023,2133.2
Adair County,Missouri,29001,1513,1025.6,2179.3
Carbon County,Utah,49007,1520.5,1207.3,1902.7
Cassia County,Idaho,16031,1522.4,1067.3,2024.2
Washington County,Nebraska,31177,1522.4,1116.4,1949.4
Lamoille County,Vermont,50015,1523.6,1237.7,1876.7
Henry County,Alabama,1067,1525.6,966.8,2278.1
Buckingham County,Virginia,51029,1526.8,980.4,2205
George County,Mississippi,28039,1527.9,974.5,2274
Clay County,Kentucky,21051,1529.6,923.9,2308.9
Geary County,Kansas,20061,1530.2,1089.4,2045.2
Adair County,Kentucky,21001,1530.3,980.8,2221.5
Braxton County,West Virginia,54007,1531.8,1076.7,2021.9
Trigg County,Kentucky,21221,1532,1001.1,2163.2
Gem County,Idaho,16045,1533.7,1056.6,2081
Franklin County,Georgia,13119,1534.1,908.7,2395.7
Lincoln County,Wyoming,56023,1538.8,1127.9,1991.7
Green Lake County,Wisconsin,55047,1539.9,940.8,2279.7
Clinton County,Missouri,29049,1540.3,1062.2,2135.1
Routt County,Colorado,8107,1541.3,931.8,2323.5
Sharp County,Arkansas,5135,1542.7,1008.8,2222.3
Greene County,North Carolina,37079,1548.1,893.7,2369.9
New Kent County,Virginia,51127,1550.2,922.1,2367.6
Henry County,Iowa,19087,1552,1045.8,2167.4
Shelby County,Illinois,17173,1553.6,927,2476.5
Plumas County,California,6063,1554.2,961.9,2319.5
Vinton County,Ohio,39163,1555.8,1278.1,1859.4
Minidoka County,Idaho,16067,1556.9,1099.7,2146.1
Idaho County,Idaho,16049,1558.3,1178.7,1977.4
Trinity County,Texas,48455,1558.3,998.1,2292.7
Iowa County,Wisconsin,55049,1558.9,944.9,2436.5
Franklin County,Indiana,18047,1561.5,1012.4,2287.7
Page County,Iowa,19145,1565.1,1101.6,2130.9
Rowan County,Kentucky,21205,1571.1,1011.9,2214.8
Attala County,Mississippi,28007,1571.4,1080.6,2192.9
East Feliciana Parish,Louisiana,22037,1576.1,986.8,2356.5
Russell County,Kentucky,21207,1580.3,1067.4,2265.4
Carroll County,Indiana,18015,1586.6,1048.2,2235.5
Sullivan County,Indiana,18153,1589.2,957.4,2300.4
Brunswick County,Virginia,51025,1591.7,1030.4,2281.1
Jersey County,Illinois,17083,1592.2,936.2,2410.4
Logan County,Colorado,8075,1596.1,1101.1,2274.3
Bremer County,Iowa,19017,1599.5,1128.8,2193.5
Walthall County,Mississippi,28147,1601.1,1152.1,2132.5
Ray County,Missouri,29177,1606.7,1020.7,2309.8
Panola County,Texas,48365,1607.4,982,2442.3
Breckinridge County,Kentucky,21027,1607.9,1000.9,2300.1
Cross County,Arkansas,5037,1610.6,1031.3,2288
Rolette County,North Dakota,38079,1612,1235.5,1972.4
Pike County,Georgia,13231,1612.9,1012.5,2440.6
Wayne County,Missouri,29223,1615.1,1068.4,2246.8
Polk County,Tennessee,47139,1619.2,1006.1,2389.4
Lampasas County,Texas,48281,1619.8,985.3,2505.1
Morgan County,Georgia,13211,1622.4,995.2,2477.3
Limestone County,Texas,48293,1622.5,939.3,2565.7
Dawson County,Nebraska,31047,1632.8,1243.9,2078.7
Rabun County,Georgia,13241,1636.9,1010.7,2418.1
Calhoun County,Texas,48057,1637.7,1049.7,2340.5
Union Parish,Louisiana,22111,1642.3,964.6,2428.6
Benzie County,Michigan,26019,1643.9,1022.2,2432.3
Lyon County,Minnesota,27083,1645.2,1149.8,2277.5
Nobles County,Minnesota,27105,1645.5,1115.1,2219.2
Uvalde County,Texas,48463,1654.5,1021.1,2596.1
Concordia Parish,Louisiana,22029,1656.5,1045.1,2406.1
Berrien County,Georgia,13019,1656.9,1019.6,2376.5
Allen County,Kentucky,21003,1658.8,1007.2,2422.9
Park County,Wyoming,56029,1662.4,1297.8,2131.1
Glenn County,California,6021,1662.9,1022.1,2567.5
Milam County,Texas,48331,1663.1,994,2542.9
Mitchell County,Georgia,13205,1664.4,1050.2,2433.9
Sabine Parish,Louisiana,22085,1671.2,984.7,2658.1
Crawford County,Missouri,29055,1671.7,1057.9,2408.6
Buchanan County,Iowa,19019,1672.5,1103.8,2359.8
Randolph County,Arkansas,5121,1672.6,1121.7,2357.1
Wabasha County,Minnesota,27157,1677.1,1139.5,2297.3
Marion County,Arkansas,5089,1677.5,1080.1,2453.7
Starke County,Indiana,18149,1678.4,1107,2417.7
Schuyler County,New York,36097,1678.6,1228,2182.7
Martin County,Minnesota,27091,1680.6,1174.4,2277.1
Scott County,Tennessee,47151,1680.8,1060.8,2407.3
Gilchrist County,Florida,12041,1689.6,1238.3,2250.7
Otsego County,Michigan,26137,1691,1023,2564.6
Conway County,Arkansas,5029,1692.4,1098.2,2450.6
Caswell County,North Carolina,37033,1692.7,979.3,2763.1
Staunton City,Virginia,51790,1697.3,1048.1,2640.7
Knott County,Kentucky,21119,1700.7,1224.4,2277.9
Pottawatomie County,Kansas,20149,1700.9,1168.6,2260.3
Grant Parish,Louisiana,22043,1701.9,1107.3,2425.4
Chickasaw County,Mississippi,28017,1705.1,1189.1,2239
Warren County,North Carolina,37185,1706.2,940.6,2568.8
Madison County,North Carolina,37115,1707.1,981.2,2662.2
Albany County,Wyoming,56001,1707.3,1265.2,2178.9
Bibb County,Alabama,1007,1708.3,1121.3,2450.2
Clarke County,Mississippi,28023,1712.1,1199,2359.9
Barbour County,West Virginia,54001,1715.1,1229.7,2290.8
Hubbard County,Minnesota,27057,1715.2,1242.7,2282.2
Yell County,Arkansas,5149,1717.2,1154.4,2376.5
Juniata County,Pennsylvania,42067,1717.4,1059.7,2758.3
Piscataquis County,Maine,23021,1721.1,1465.1,1990.8
Putnam County,Georgia,13237,1725.6,1108,2573.7
Vernon County,Wisconsin,55123,1726.4,1090.2,2649.1
Glades County,Florida,12043,1730.3,1266.8,2250
Polk County,Arkansas,5113,1731.1,1173.7,2439.4
Northampton County,North Carolina,37131,1731.3,1011.2,2643.2
Jefferson County,Oregon,41031,1732.5,1054.7,2612.9
Saline County,Missouri,29195,1733.7,1190,2387.2
Greene County,Georgia,13133,1734.7,1079.2,2615.4
Juneau County,Wisconsin,55057,1736.1,1070.3,2599.4
Meade County,South Dakota,46093,1736.9,1468.8,2041.1
Saunders County,Nebraska,31155,1737.3,1289.8,2170.1
Clark County,Arkansas,5019,1741.1,1177.7,2447
Hampton County,South Carolina,45049,1742,1148.7,2490.7
Patrick County,Virginia,51141,1743.6,1084.4,2545.6
Stark County,North Dakota,38089,1745.2,1315.1,2264.6
Allen Parish,Louisiana,22003,1745.5,1083.6,2675.9
Shelby County,Texas,48419,1746.7,1081.9,2736
Colorado County,Texas,48089,1752.1,1114.6,2552.6
Crisp County,Georgia,13081,1753.7,1065.6,2606.1
Yazoo County,Mississippi,28163,1754,1128.6,2592.3
Elmore County,Idaho,16039,1754.4,1128.4,2486.5
Mcdonough County,Illinois,17109,1758.6,1004.7,2862.9
Menominee County,Michigan,26109,1759.5,1102.5,2679.2
Pemiscot County,Missouri,29155,1762.6,1309.8,2271.5
Leelanau County,Michigan,26089,1765.5,1066.5,2576.2
New Madrid County,Missouri,29143,1770.7,1284,2347.8
Hale County,Texas,48189,1772.7,991.4,2829.1
Taylor County,West Virginia,54091,1782.7,1244.6,2425.8
Tyler County,Texas,48457,1784.2,1182.2,2502.3
Gage County,Nebraska,31067,1786.6,1423.8,2255.6
Jones County,Iowa,19105,1787.6,1251.1,2467.3
Cook County,Georgia,13075,1789.9,1201.9,2483.2
Mercer County,Kentucky,21167,1792.1,1129.5,2690.1
Dekalb County,Tennessee,47041,1792.9,1129.2,2572.5
Sawyer County,Wisconsin,55113,1795.1,1256.2,2410.6
Morgan County,Colorado,8087,1795.5,1202.5,2479.4
Dixie County,Florida,12029,1795.6,1346.1,2320.7
Fairfax City,Virginia,51600,1795.7,1222.6,2441.7
Labette County,Kansas,20099,1797.6,1252.1,2365.6
Ellis County,Kansas,20051,1798.4,1296.3,2377.9
Jefferson County,Kansas,20087,1799.7,1319.2,2387.3
Overton County,Tennessee,47133,1800.8,1136.3,2620
Wayne County,Kentucky,21231,1809.1,1136.1,2636.5
Grainger County,Tennessee,47057,1809.8,1094.5,2787.2
Toombs County,Georgia,13279,1810.1,1147,2703.7
Dakota County,Nebraska,31043,1811.7,1555.7,2067.4
Brookings County,South Dakota,46011,1811.9,1537.5,2113.9
Williams County,North Dakota,38105,1812.9,1365.9,2377.7
Tishomingo County,Mississippi,28141,1813.2,1221.7,2554.9
Westmoreland County,Virginia,51193,1815.5,1268.5,2461.4
Winchester City,Virginia,51840,1816.1,1037.6,2682.8
Klickitat County,Washington,53039,1817.3,1306.7,2425.4
Fillmore County,Minnesota,27045,1819.3,1284.7,2478.6
Morehouse Parish,Louisiana,22067,1820,1125.8,2595.8
Jackson County,Oklahoma,40065,1822.6,1182.1,2623.6
Bandera County,Texas,48019,1825.5,1065.5,2751.6
Charlevoix County,Michigan,26029,1827.3,1069.3,2740.5
Arkansas County,Arkansas,5001,1831.6,1325.9,2435.4
Logan County,Illinois,17107,1832.6,1081.1,2896.3
Mcduffie County,Georgia,13189,1833.5,1223,2609.9
Southampton County,Virginia,51175,1835.1,1189.1,2607
Kent County,Maryland,24029,1838.2,1478.9,2213.8
Hopewell City,Virginia,51670,1838.3,1190.1,2672.3
King George County,Virginia,51099,1839.6,1148.9,2788
Bee County,Texas,48025,1841,1089.2,2880.7
Custer County,Oklahoma,40039,1844.1,1215.5,2583.3
Sanpete County,Utah,49039,1845.7,1363.4,2385.6
Elbert County,Colorado,8039,1846.8,1193.7,2720.5
Del Norte County,California,6015,1852.6,1074.4,2801.4
Osceola County,Michigan,26133,1853.3,1131.8,2765.5
Assumption Parish,Louisiana,22007,1854.9,1208.6,2623.8
Morgan County,West Virginia,54065,1855,1266,2597
Tillamook County,Oregon,41057,1858.7,1188,2644.5
Cherokee County,Kansas,20021,1863.4,1254.3,2530.2
Prince Edward County,Virginia,51147,1869.4,1202.5,2681.5
Wells County,Indiana,18179,1870.6,1148.2,2764.1
Bertie County,North Carolina,37015,1876.6,1171.1,2813.5
Union County,Georgia,13291,1881.8,1173,2818.6
Tattnall County,Georgia,13267,1882.4,1139.1,2766.3
Payette County,Idaho,16075,1882.6,1361.9,2530.3
Adair County,Oklahoma,40001,1882.8,1208.4,2755.1
Mcdonald County,Missouri,29119,1885.5,1204.5,2787.9
Summit County,Utah,49043,1885.7,1368,2517.2
Emanuel County,Georgia,13107,1886.6,1270.8,2624.9
Telfair County,Georgia,13271,1887.3,1315.4,2635.6
Pierce County,Georgia,13229,1888.6,1164.4,2736.5
Woodford County,Kentucky,21239,1889.5,1166.2,2795.6
Polk County,North Carolina,37149,1894.9,1110.1,2883.1
Washington County,Georgia,13303,1897.3,1252.9,2696.5
Madison County,Nebraska,31119,1897.9,1465.8,2362.8
Salem City,Virginia,51775,1902.5,1159.4,2871.5
Titus County,Texas,48449,1904.7,1082.5,2912.9
Todd County,Minnesota,27153,1906.4,1269.5,2551.9
Haywood County,Tennessee,47075,1907.2,1239.4,2685.4
Anson County,North Carolina,37007,1909.6,1194.9,2976.7
Winston County,Alabama,1133,1914.9,1084.7,2869.7
Worth County,Georgia,13321,1915.6,1229.8,2724.5
Waushara County,Wisconsin,55137,1917.3,1157.5,2938
Saluda County,South Carolina,45081,1918.5,1242.6,2693.8
Adams County,Wisconsin,55001,1923.6,1154.6,3041.6
Randolph County,Indiana,18135,1926,1167.2,2799.3
Jo Daviess County,Illinois,17085,1927.2,1179.1,2895.3
Meade County,Kentucky,21163,1930.3,1198.7,2910
Dickinson County,Michigan,26043,1930.9,1169.3,2964
Le Sueur County,Minnesota,27079,1932.4,1301.8,2753.2
Teller County,Colorado,8119,1933.9,1229.8,2822.6
Montezuma County,Colorado,8083,1938.3,1323.4,2748
Benton County,Iowa,19011,1939.2,1364.3,2584.7
Currituck County,North Carolina,37053,1941.6,1176,3021.1
Brown County,Minnesota,27015,1949.3,1404.3,2564.3
Haralson County,Georgia,13143,1951.8,1115.9,2901.4
Orleans County,Vermont,50019,1952.1,1628,2357
Trempealeau County,Wisconsin,55121,1953,1157.7,2995.9
Sumner County,Kansas,20191,1954.6,1406.7,2601.1
Franklin County,Kansas,20059,1954.7,1419.7,2610.8
Posey County,Indiana,18129,1955.5,1217.7,2854.7
Buchanan County,Virginia,51027,1956.2,1238.6,2921.2
Wasco County,Oregon,41065,1956.5,1237.1,2820.4
Clark County,Wisconsin,55019,1957.7,1216.8,2920.2
Dodge County,Georgia,13091,1958.2,1347.2,2745.9
Lincoln County,Wisconsin,55069,1959.7,1238.1,2826.9
Orange County,Indiana,18117,1960.5,1240.6,2808.1
Johnson County,Kentucky,21115,1960.5,1302.8,2745.1
Taylor County,Kentucky,21217,1964.6,1281.4,2783.2
Lassen County,California,6035,1966.6,1162.5,3054.7
Wayne County,Mississippi,28153,1968.1,1351.3,2736.9
Hempstead County,Arkansas,5057,1969.5,1276.2,2777
Jefferson Davis Parish,Louisiana,22053,1969.5,1267.9,2928.6
Houston County,Texas,48225,1970.8,1288.1,2894.2
Iroquois County,Illinois,17075,1971.7,1181.9,3051.1
Monroe County,Alabama,1099,1974.1,1326,2819.7
Union County,Mississippi,28145,1974.4,1307,2756.7
Meriwether County,Georgia,13199,1974.7,1255.3,2856.4
Simpson County,Mississippi,28127,1978.7,1212.8,2921.9
Randolph County,Illinois,17157,1980,1187.8,3037.6
Washington County,Missouri,29221,1980,1247.1,2844.4
Miller County,Missouri,29131,1985.6,1334.3,2884.5
Addison County,Vermont,50001,1990,1596.6,2445.2
Poinsett County,Arkansas,5111,1997.4,1302,2781.7
Howard County,Texas,48227,2001.7,1157.1,3175.8
Holmes County,Mississippi,28051,2005.6,1467.6,2636.7
Antrim County,Michigan,26009,2006.4,1283.9,2931.4
Juneau City and Borough,Alaska,2110,2008,1518,2553.4
Grant County,Kentucky,21081,2009.5,1304.2,2876.6
Mcintosh County,Oklahoma,40091,2010.6,1321.6,2855.6
Nicollet County,Minnesota,27103,2012.9,1409.3,2714.9
Newton County,Mississippi,28101,2012.9,1498.1,2640.2
Grimes County,Texas,48185,2016.5,1184.2,3080.9
Fluvanna County,Virginia,51065,2017.1,1241.8,2982.7
Washington County,Alabama,1129,2018.1,1390.1,2733.8
Fayette County,Indiana,18041,2025,1293.2,2881.7
Texas County,Missouri,29215,2025.2,1341.3,2947.1
