State,County,median_household_income,total_population,Diabetes Estimate
Georgia,Stephens County,46766.0,25934.0,2101.3
Kentucky,Montgomery County,46998.0,28042.0,2103
Georgia,Chattooga County,37351.0,24826.0,2104
Oregon,Crook County,59000.0,23733.0,2108.3
Georgia,Quitman County,34394.0,2290.0,211
Idaho,Butte County,37404.0,2603.0,211.6
Ohio,Henry County,60425.0,27068.0,2112.9
Kentucky,Bell County,28442.0,26426.0,2113.2
Georgia,Burke County,45699.0,22567.0,2115.5
Montana,Lincoln County,39820.0,19845.0,2117.4
Georgia,Lumpkin County,52872.0,33009.0,2118.1
Minnesota,Mille Lacs County,57173.0,25963.0,2118.9
Louisiana,Pointe Coupee Parish,44201.0,21883.0,2122.2
Georgia,Jones County,63046.0,28622.0,2123.2
Oklahoma,Cleveland County,65412.0,282189.0,21233.7
Georgia,Dawson County,72260.0,25277.0,2124.4
North Carolina,Montgomery County,45147.0,27223.0,2129.3
Vermont,Caledonia County,52481.0,30027.0,2133
Arizona,La Paz County,34956.0,21035.0,2133.5
New Hampshire,Rockingham County,93962.0,308211.0,21335.9
Alabama,Marengo County,33029.0,19138.0,2136.2
Wyoming,Sheridan County,59380.0,30397.0,2136.7
Virginia,Page County,51878.0,23862.0,2137.6
North Carolina,Hertford County,42588.0,23752.0,2138.5
Texas,Hall County,40197.0,3025.0,214.3
North Dakota,Grant County,53750.0,2318.0,214.3
Louisiana,West Baton Rouge Parish,67813.0,26395.0,2141.5
South Carolina,Edgefield County,52491.0,27021.0,2142.4
Arkansas,Columbia County,37609.0,23620.0,2142.8
Michigan,Manistee County,51658.0,24539.0,2144.3
Oklahoma,Seminole County,38588.0,24624.0,2147.4
Iowa,Sioux County,73260.0,34900.0,2148.6
Texas,Erath County,55383.0,42226.0,2149.4
Indiana,Ripley County,60055.0,28457.0,2151
Wisconsin,Vilas County,50039.0,21923.0,2151.2
Indiana,Adams County,52712.0,35544.0,2153
Kansas,Lyon County,50141.0,33237.0,2156.1
Illinois,Winnebago County,55310.0,283635.0,21564.3
Arkansas,Van Buren County,40442.0,16578.0,2166.7
Tennessee,Mcnairy County,40327.0,25814.0,2167
Alabama,Franklin County,41174.0,31587.0,2168.5
Alabama,Randolph County,45141.0,22732.0,2169.8
Arkansas,Phillips County,33724.0,18151.0,2173.5
Maine,Franklin County,51630.0,29933.0,2175.5
Tennessee,Rhea County,46096.0,32964.0,2175.8
Nebraska,Cass County,73683.0,26022.0,2176.1
Florida,Sumter County,59618.0,129938.0,21766.2
Florida,Hernando County,50280.0,190700.0,21779.2
Indiana,Owen County,52204.0,20854.0,2178.1
Mississippi,Leake County,36708.0,22791.0,2182
Texas,Jefferson County,50840.0,253136.0,21839.7
Washington,Whitman County,42288.0,49577.0,2186.3
Florida,St. Johns County,83803.0,255410.0,21897.2
Alabama,Pickens County,40362.0,20049.0,2190.2
Michigan,Washtenaw County,75730.0,368385.0,21950
Colorado,Delta County,47968.0,30758.0,2196.4
Minnesota,Freeborn County,54628.0,30465.0,2196.7
Vermont,Orange County,62737.0,28873.0,2197.6
Alabama,Butler County,44850.0,19726.0,2199.4
Texas,Concho County,53333.0,3018.0,220.5
Kentucky,Logan County,48912.0,27049.0,2200.2
Virginia,Goochland County,97146.0,23472.0,2200.7
Alabama,Barbour County,34990.0,25026.0,2200.8
Mississippi,Winston County,38986.0,18116.0,2207
West Virginia,Upshur County,40802.0,24451.0,2207.7
Florida,Taylor County,38295.0,21709.0,2211.5
Mississippi,Coahoma County,30761.0,22685.0,2213
Indiana,Daviess County,53800.0,33277.0,2216.2
Texas,Jeff Davis County,-666666666.0,2245.0,222.8
Texas,San Jacinto County,44566.0,28574.0,2221.9
Illinois,Madison County,64045.0,264403.0,22268.1
Virginia,Rockbridge County,54133.0,22728.0,2228.2
Alaska,Wrangell City And Borough,58438.0,2510.0,223.3
Texas,Shackelford County,48212.0,3291.0,223.3
Indiana,White County,53865.0,24163.0,2237.2
Missouri,Laclede County,46582.0,35680.0,2238.8
Illinois,Morgan County,53002.0,34012.0,2243
Kentucky,Fayette County,58954.0,322200.0,22435.4
Oregon,Malheur County,44362.0,30632.0,2244.3
Indiana,Hamilton County,98880.0,330455.0,22455.2
Tennessee,Hardeman County,39636.0,25247.0,2248
Missouri,Benton County,41751.0,19305.0,2249.3
Alabama,Macon County,35450.0,18437.0,2254.8
Michigan,Roscommon County,41828.0,23863.0,2254.8
Tennessee,Weakley County,41488.0,33377.0,2254.9
Kansas,Harvey County,58782.0,34434.0,2259.4
Texas,Donley County,51875.0,3317.0,226.1
Nebraska,Franklin County,50231.0,2970.0,226.2
Mississippi,Hinds County,45380.0,235604.0,22612.5
Texas,Fannin County,57898.0,35046.0,2262.5
Arkansas,Johnson County,39346.0,26475.0,2263.2
Washington,Asotin County,53941.0,22636.0,2263.7
Texas,Aransas County,47924.0,24220.0,2269.4
Illinois,Lee County,59986.0,34204.0,2271.3
Florida,Clay County,68657.0,215294.0,22716.7
Virginia,Powhatan County,93833.0,29253.0,2276.2
Florida,Madison County,35240.0,18557.0,2277.8
Georgia,Butts County,48282.0,24463.0,2279.7
Kansas,Kearny County,46464.0,3863.0,228.4
Arkansas,Ouachita County,38279.0,23597.0,2280.1
Virginia,Manassas City,86227.0,41038.0,2281.1
Missouri,Randolph County,50440.0,24769.0,2282.5
New Mexico,Luna County,32251.0,24022.0,2282.6
Georgia,Hart County,45874.0,25981.0,2285
Kentucky,Perry County,39594.0,26266.0,2286.3
Texas,Knox County,50719.0,3679.0,229.1
Georgia,Peach County,50267.0,27502.0,2291.6
West Virginia,Lincoln County,42064.0,20617.0,2293.5
California,Orange County,94441.0,3170345.0,229477.5
Indiana,Clay County,59398.0,26231.0,2297.2
Alabama,Clarke County,37345.0,23866.0,2298.8
Kentucky,Knox County,30257.0,31288.0,2299.4
Kansas,Ford County,53743.0,33718.0,2301
Michigan,Houghton County,44839.0,35890.0,2301.7
South Carolina,Berkeley County,65443.0,222103.0,23022.5
West Virginia,Wyoming County,44095.0,20890.0,2304.8
Tennessee,Macon County,38080.0,24208.0,2307.4
Georgia,Monroe County,60491.0,27455.0,2307.7
Georgia,Echols County,44454.0,3944.0,231.2
Oklahoma,Harper County,44318.0,3730.0,231.5
North Carolina,Durham County,62812.0,317665.0,23139.5
Georgia,Lee County,68338.0,29735.0,2316.1
Arkansas,Cleburne County,45563.0,25063.0,2316.5
Illinois,Clinton County,67179.0,37549.0,2318.3
Texas,Crane County,54596.0,4739.0,232.1
Kansas,Chautauqua County,39500.0,3280.0,232.6
Michigan,Emmet County,55947.0,33175.0,2320.8
Iowa,Boone County,67442.0,26381.0,2321.4
Ohio,Holmes County,64453.0,43954.0,2324
Georgia,Richmond County,43882.0,202178.0,23281.4
Mississippi,Clay County,33209.0,19515.0,2334.8
Kansas,Crawford County,42615.0,38874.0,2337.8
Georgia,Madison County,51142.0,29624.0,2339.1
Texas,Austin County,64468.0,29892.0,2339.4
Oregon,Union County,53940.0,26502.0,2339.9
Alaska,Dillingham Census Area,57436.0,4934.0,234.7
Ohio,Putnam County,67790.0,33836.0,2340.4
Indiana,Gibson County,56638.0,33711.0,2341.7
Indiana,Jefferson County,51981.0,32167.0,2342.1
South Dakota,Hand County,58333.0,3064.0,235.3
Nebraska,Hitchcock County,46000.0,2788.0,235.8
Tennessee,Carroll County,42877.0,27841.0,2350.8
West Virginia,Mcdowell County,26072.0,18083.0,2353.1
Kansas,Mcpherson County,59928.0,28557.0,2353.5
Wisconsin,Door County,61765.0,27621.0,2354.8
Georgia,Decatur County,40567.0,26595.0,2355.3
Missouri,Pulaski County,58426.0,52359.0,2356.9
Iowa,Marion County,64136.0,33193.0,2359.8
Kansas,Rush County,46333.0,2953.0,236
Mississippi,Copiah County,44252.0,28339.0,2362.7
Wyoming,Sweetwater County,73384.0,43352.0,2368.3
California,Placer County,93677.0,391799.0,23682.2
Oregon,Curry County,53174.0,22889.0,2369.3
Kansas,Haskell County,54638.0,3990.0,237
California,Sierra County,52103.0,2898.0,237.2
Oklahoma,Roger Mills County,54653.0,3635.0,237.5
Mississippi,Itawamba County,47649.0,23396.0,2371.8
Illinois,Fulton County,52243.0,34654.0,2373.9
Missouri,Marion County,54277.0,28572.0,2374.8
New York,Lewis County,56192.0,26456.0,2377.2
Texas,Coke County,45072.0,3298.0,238.4
Florida,Holmes County,39215.0,19530.0,2380
Michigan,Gladwin County,45957.0,25312.0,2380.9
Georgia,Grady County,48047.0,24693.0,2381.4
Texas,Chambers County,95989.0,42571.0,2387.3
Texas,Val Verde County,47675.0,49018.0,2387.7
Georgia,Bryan County,76121.0,38321.0,2388.7
Colorado,Eagle County,85877.0,54960.0,2388.8
Nebraska,Harlan County,51534.0,3380.0,239.9
Missouri,Greene County,47053.0,291574.0,23926.1
Missouri,Polk County,47614.0,32031.0,2397.6
Illinois,Woodford County,74777.0,38503.0,2400.8
Kansas,Finney County,60498.0,36451.0,2404.5
Virginia,Chesapeake City,81261.0,242647.0,24042.2
Illinois,Jefferson County,51662.0,37774.0,2405.3
Indiana,Lagrange County,69331.0,39537.0,2407.3
Texas,Washington County,59623.0,35275.0,2409.8
South Dakota,Clark County,50709.0,3715.0,241.4
Texas,Sutton County,61190.0,3793.0,241.8
Idaho,Latah County,51312.0,40052.0,2412.1
Minnesota,Cass County,53845.0,29462.0,2412.1
Illinois,Christian County,52120.0,32705.0,2413.7
Indiana,Jasper County,61889.0,33433.0,2415
Virginia,Charlottesville City,59598.0,47217.0,2417.3
Minnesota,Kandiyohi County,64252.0,42909.0,2422.7
Indiana,Clinton County,53750.0,32186.0,2423.2
Minnesota,Douglas County,65430.0,37820.0,2423.2
Georgia,White County,55788.0,29962.0,2425.2
New Mexico,Taos County,41973.0,32759.0,2425.7
New York,Yates County,55307.0,24981.0,2427.4
Minnesota,Becker County,60508.0,34227.0,2428.6
Kansas,Meade County,56817.0,4120.0,243.5
Arkansas,Carroll County,48249.0,28062.0,2433.3
Nebraska,Webster County,51684.0,3497.0,244.7
Georgia,Chatham County,57739.0,289649.0,24413.3
South Carolina,Fairfield County,43861.0,22406.0,2444
South Carolina,York County,68555.0,273887.0,24456.6
Texas,Cooke County,62733.0,40428.0,2446.7
Indiana,Whitley County,64992.0,33899.0,2447.4
South Dakota,Jackson County,24549.0,3296.0,245.2
Texas,Baylor County,40946.0,3560.0,245.8
South Dakota,Deuel County,67396.0,4309.0,245.8
Illinois,Bureau County,55549.0,32878.0,2452.4
Kansas,Miami County,75635.0,33740.0,2452.6
Pennsylvania,Wyoming County,60075.0,27078.0,2454.3
Arkansas,St. Francis County,36053.0,25477.0,2459.7
Vermont,Windham County,54188.0,42628.0,2465.4
New Jersey,Mercer County,83306.0,368085.0,24654.3
Pennsylvania,Elk County,54961.0,30077.0,2467.8
Missouri,St. Charles County,87644.0,398472.0,24720.4
Michigan,Mason County,51568.0,29062.0,2476.7
Kansas,Elk County,42564.0,2502.0,248.5
Washington,Pacific County,50873.0,22121.0,2483
Minnesota,Mcleod County,62885.0,35788.0,2483.1
Wisconsin,Marinette County,52385.0,40312.0,2483.8
Alabama,Marion County,40978.0,29818.0,2485.1
Texas,Hopkins County,54600.0,36708.0,2487.8
Indiana,Decatur County,60794.0,26587.0,2488.3
Kansas,Barton County,48863.0,26209.0,2488.4
Mississippi,Leflore County,30077.0,28764.0,2489.9
Kansas,Lincoln County,46523.0,3013.0,249.1
South Carolina,Abbeville County,43090.0,24582.0,2491.6
Utah,Uintah County,59428.0,35736.0,2496.5
Michigan,Alpena County,42603.0,28431.0,2502.9
Delaware,Sussex County,64905.0,230249.0,25035.8
Wyoming,Campbell County,80887.0,46958.0,2504.2
Nebraska,Nance County,53147.0,3525.0,251.2
Georgia,Baker County,34034.0,3090.0,251.7
South Dakota,Edmunds County,64896.0,3876.0,251.7
Minnesota,Polk County,58682.0,31384.0,2512.7
Michigan,Cheboygan County,49624.0,25435.0,2514.1
Indiana,Jennings County,61610.0,27639.0,2517.3
Louisiana,De Soto Parish,44436.0,27395.0,2519.9
Texas,Upshur County,54330.0,41386.0,2520.4
Tennessee,Lincoln County,53923.0,34158.0,2520.7
Minnesota,Anoka County,84379.0,353775.0,25216.7
Florida,Hardee County,40165.0,27027.0,2522.8
Ohio,Mahoning County,47092.0,228452.0,25223.9
Minnesota,Steele County,68172.0,36710.0,2525.2
New Jersey,Atlantic County,63680.0,264650.0,25255.4
Ohio,Meigs County,43445.0,22974.0,2526.9
North Carolina,Ashe County,43030.0,27009.0,2527.2
New York,Schoharie County,58926.0,31189.0,2531.8
Pennsylvania,Northampton County,73088.0,304233.0,25318.1
Oklahoma,Mcclain County,70005.0,39921.0,2532.4
North Carolina,Dare County,65420.0,36698.0,2539.3
South Carolina,Dillon County,36429.0,30473.0,2539.7
Kansas,Woodson County,42692.0,3117.0,254
Nebraska,Sherman County,53158.0,3015.0,254.3
Georgia,Fannin County,46028.0,25797.0,2540.2
Mississippi,Sunflower County,31515.0,25759.0,2549.5
Iowa,Adams County,52287.0,3633.0,255.7
Maryland,Somerset County,44980.0,25699.0,2553.9
Utah,Utah County,77057.0,621506.0,25579.3
California,Santa Barbara County,78925.0,444895.0,25594.5
Arizona,Mohave County,47686.0,210998.0,25598.2
North Dakota,Foster County,61250.0,3231.0,256.6
Oklahoma,Ottawa County,40662.0,31283.0,2561.6
Nebraska,Platte County,60878.0,33250.0,2561.7
Ohio,Hardin County,50214.0,31393.0,2563.7
West Virginia,Brooke County,48168.0,22162.0,2565.7
Texas,Kinney County,39972.0,3674.0,257
Georgia,Clay County,32434.0,2931.0,257
Montana,Granite County,50795.0,3325.0,257.5
Nebraska,Johnson County,49382.0,5118.0,257.9
Ohio,Perry County,52978.0,36076.0,2570.9
Missouri,Warren County,64735.0,35090.0,2571
Kentucky,Boyle County,51562.0,30090.0,2576.9
Tennessee,Marshall County,55299.0,33708.0,2579.1
Wisconsin,Grant County,54144.0,51570.0,2580.4
Kentucky,Marshall County,57348.0,31225.0,2581.1
Minnesota,Pine County,55606.0,29254.0,2582.2
Virginia,Lee County,35006.0,23723.0,2582.6
West Virginia,Mason County,51820.0,26700.0,2590.3
Nevada,Washoe County,68272.0,464182.0,25915.6
Missouri,St. Louis City,45782.0,304709.0,25970.9
Texas,Kenedy County,40083.0,391.0,26.5
Kansas,Jewell County,38188.0,2854.0,260.4
Florida,Wakulla County,67480.0,32855.0,2601.5
Virginia,Carroll County,44518.0,29911.0,2602.7
Montana,Lake County,52169.0,30383.0,2606
Wyoming,Fremont County,54291.0,39711.0,2607.6
Maine,Lincoln County,58125.0,34415.0,2608.6
Minnesota,Isanti County,76999.0,40004.0,2608.8
Wisconsin,Pierce County,73873.0,42336.0,2608.9
Georgia,Clayton County,49460.0,287560.0,26099.2
South Dakota,Lyman County,54484.0,3831.0,261.5
North Carolina,Alexander County,51329.0,37271.0,2613.7
Tennessee,Giles County,49815.0,29403.0,2616.1
Oklahoma,Caddo County,46499.0,29179.0,2618.6
Kansas,Ness County,57222.0,2838.0,262.2
Tennessee,Rutherford County,68718.0,324139.0,26220.5
New York,Orange County,80816.0,382077.0,26242.2
Virginia,Harrisonburg City,49117.0,53558.0,2627.9
Michigan,Oceana County,51161.0,26545.0,2636.3
Ohio,Carroll County,52574.0,27195.0,2636.7
Virginia,Henrico County,72295.0,330076.0,26385.5
Mississippi,Marion County,31629.0,24785.0,2639.8
South Dakota,Ziebach County,36615.0,2767.0,264.4
Arkansas,Hot Spring County,46390.0,33667.0,2642.4
West Virginia,Nicholas County,40318.0,24857.0,2643
Michigan,Iosco County,42628.0,25213.0,2646.1
Alabama,Cherokee County,42509.0,26035.0,2647.1
Iowa,Webster County,51909.0,36348.0,2647.4
Mississippi,Tate County,55738.0,28419.0,2647.8
Virginia,Dinwiddie County,65485.0,28686.0,2649.3
Montana,Sweet Grass County,53790.0,3676.0,265.5
Illinois,Livingston County,58676.0,35757.0,2652.9
Minnesota,Dakota County,88468.0,425271.0,26524.4
South Carolina,Lexington County,62740.0,295033.0,26538.9
Wisconsin,Dane County,75179.0,542459.0,26548.8
North Carolina,Bladen County,37188.0,33209.0,2655.4
Indiana,Steuben County,58905.0,34591.0,2657
Wisconsin,Waukesha County,88985.0,402637.0,26596.7
North Dakota,Mcintosh County,51136.0,2535.0,266.9
Michigan,Wexford County,50335.0,33433.0,2660.8
Texas,Hill County,55615.0,36109.0,2666.2
Tennessee,Marion County,50059.0,28639.0,2668.2
Virginia,Scott County,41540.0,21761.0,2669
Ohio,Adams County,40067.0,27685.0,2671.3
Georgia,Oconee County,95064.0,39194.0,2672.1
Oregon,Marion County,61817.0,343742.0,26725.2
Pennsylvania,Berks County,66154.0,419062.0,26735.6
Tennessee,Lauderdale County,41905.0,25689.0,2674.4
Kentucky,Clark County,54871.0,36152.0,2679.7
Virginia,Norton City,30518.0,3969.0,268.4
Texas,Fisher County,52683.0,3827.0,268.9
North Dakota,Sioux County,41893.0,4339.0,268.9
Virginia,Wythe County,51639.0,28725.0,2685.3
Vermont,Bennington County,58200.0,35649.0,2685.9
Oregon,Lane County,54942.0,377749.0,26853.1
Illinois,Monroe County,89648.0,34444.0,2692.2
Arkansas,Independence County,48972.0,37585.0,2693.9
Virginia,Pulaski County,53689.0,34113.0,2696.7
Florida,Washington County,37260.0,25094.0,2697.8
Alabama,Montgomery County,51963.0,226451.0,26973.8
Louisiana,Lincoln Parish,36496.0,47118.0,2700.8
Georgia,Wayne County,45773.0,29959.0,2703.9
Virginia,Russell County,38564.0,26937.0,2704.2
Mississippi,Pontotoc County,48980.0,31996.0,2705
Minnesota,Benton County,60564.0,40476.0,2709.6
North Dakota,Pierce County,57398.0,4061.0,271.4
Missouri,Lawrence County,44060.0,38241.0,2715.2
Virginia,Smyth County,41088.0,30539.0,2716
Nebraska,Adams County,56007.0,31541.0,2716.5
Texas,Bell County,54987.0,355700.0,27186.4
Texas,Jim Wells County,45857.0,40796.0,2719
Oklahoma,Ellis County,48264.0,3936.0,272.7
Indiana,Allen County,57104.0,375520.0,27209
South Dakota,Brown County,61816.0,38988.0,2721.2
New Mexico,San Miguel County,32310.0,27546.0,2723
Minnesota,Morrison County,58826.0,33119.0,2723.5
Ohio,Morrow County,61769.0,35148.0,2723.8
Kentucky,Carter County,39492.0,26976.0,2723.8
Minnesota,Mower County,55378.0,39931.0,2725.9
Louisiana,Caddo Parish,42003.0,243243.0,27305.6
New Mexico,Cibola County,44731.0,26763.0,2731.4
South Carolina,Union County,41117.0,27325.0,2734.2
Indiana,Greene County,51777.0,32174.0,2736.8
North Dakota,Morton County,72778.0,31118.0,2738.2
Texas,Hardeman County,47188.0,3958.0,274.2
Kansas,Gray County,70457.0,6020.0,274.7
Louisiana,Evangeline Parish,31427.0,33491.0,2742
Texas,Hudspeth County,31505.0,4687.0,275.1
Ohio,Van Wert County,55991.0,28213.0,2759.8
Texas,Jim Hogg County,35736.0,5187.0,276.1
Tennessee,Dyer County,45042.0,37201.0,2761.2
Colorado,Garfield County,75435.0,59605.0,2762.3
Pennsylvania,Clinton County,51145.0,38549.0,2766.1
Minnesota,Traverse County,51216.0,3282.0,277.5
Tennessee,Hardin County,42285.0,25665.0,2770.8
Colorado,Baca County,34655.0,3570.0,278.9
Utah,Iron County,52045.0,53148.0,2782
Kentucky,Calloway County,41841.0,38991.0,2783.1
Texas,Martin County,70000.0,5676.0,279.3
Missouri,Knox County,37588.0,3948.0,279.8
Kansas,Trego County,59420.0,2802.0,279.9
Florida,St. Lucie County,55237.0,320914.0,27901.2
Texas,Atascosa County,59251.0,50194.0,2792
Ohio,Mercer County,65566.0,41034.0,2793.6
Tennessee,Claiborne County,37954.0,31827.0,2795.2
Kentucky,Harlan County,28261.0,26307.0,2798.7
Missouri,Mercer County,50030.0,3623.0,280.8
Virginia,Botetourt County,72719.0,33440.0,2800.8
North Carolina,Person County,57323.0,39561.0,2805.1
Kansas,Edwards County,50028.0,2822.0,281.1
West Virginia,Randolph County,45206.0,28763.0,2814.2
South Carolina,Marlboro County,31528.0,26376.0,2818.2
South Dakota,Marshall County,68056.0,4881.0,282.9
Virginia,Caroline County,67901.0,30581.0,2820.3
New Jersey,Morris County,117298.0,492715.0,28235.7
North Carolina,Cumberland County,48177.0,334562.0,28294.7
North Dakota,Dunn County,82750.0,4362.0,283
Texas,Real County,38659.0,3429.0,283.5
Oklahoma,Mccurtain County,39091.0,32913.0,2830.5
Tennessee,Obion County,39985.0,30343.0,2832.9
Kentucky,Scott County,71750.0,55961.0,2835.5
Colorado,Jefferson County,87793.0,578795.0,28372.1
Nebraska,Brown County,41979.0,2887.0,284.9
Iowa,Lee County,52072.0,33946.0,2840.5
Florida,Baker County,62299.0,28679.0,2840.9
Alabama,Lawrence County,47125.0,32969.0,2841.2
Arizona,Graham County,55693.0,38304.0,2845.1
New York,Seneca County,54865.0,34295.0,2846.3
North Carolina,Tyrrell County,38250.0,3978.0,285
Texas,Hansford County,46507.0,5431.0,285.4
North Dakota,Cavalier County,54955.0,3769.0,285.8
Nebraska,Dodge County,58439.0,36565.0,2854.4
Virginia,Warren County,70109.0,39888.0,2855.9
Pennsylvania,Tioga County,51838.0,40759.0,2857.3
Michigan,Huron County,49541.0,31105.0,2858.5
Wisconsin,Oconto County,64528.0,37870.0,2861.4
Indiana,Wabash County,56573.0,31198.0,2861.7
Idaho,Ada County,69952.0,469473.0,28655.6
South Carolina,Jasper County,45924.0,29558.0,2866
Missouri,Lafayette County,62076.0,32697.0,2872.7
Nevada,Churchill County,56335.0,24606.0,2877.5
Maryland,Garrett County,54542.0,29155.0,2877.8
Wisconsin,Dunn County,59588.0,45029.0,2878.3
South Carolina,Marion County,30791.0,30954.0,2880.3
Texas,Brown County,49180.0,37805.0,2882.1
Maine,Waldo County,58034.0,39723.0,2882.3
West Virginia,Mingo County,35454.0,23808.0,2888.6
Minnesota,Carlton County,66201.0,35709.0,2888.9
Washington,Douglas County,65730.0,42520.0,2891.6
Indiana,Cass County,49020.0,37727.0,2892.8
Nebraska,Arthur County,48500.0,439.0,29.3
North Carolina,Transylvania County,51509.0,34039.0,2909.3
Kansas,Smith County,42098.0,3594.0,291.9
Texas,Caldwell County,59846.0,42817.0,2911.3
North Carolina,Forsyth County,53583.0,378499.0,29142.1
California,Monterey County,76943.0,432977.0,29142.6
Texas,Waller County,61752.0,53626.0,2923.1
Maine,Washington County,44847.0,31378.0,2926.6
Pennsylvania,Clarion County,49695.0,38633.0,2928.8
New Mexico,Hidalgo County,44722.0,4234.0,293.9
Oklahoma,Lincoln County,51206.0,34936.0,2930.1
Oregon,Clatsop County,57466.0,39656.0,2934.9
Florida,Bradford County,43580.0,27723.0,2937.8
West Virginia,Boone County,45297.0,21897.0,2938.8
Michigan,Chippewa County,50454.0,37418.0,2943.5
South Carolina,Richland County,54441.0,414660.0,29446.4
Oregon,Clackamas County,82911.0,415084.0,29506.1
New Mexico,Union County,35484.0,4106.0,296.3
Illinois,Hardin County,50847.0,3890.0,296.9
South Dakota,Bennett County,41887.0,3430.0,296.9
Pennsylvania,Snyder County,60227.0,40452.0,2960.2
Alabama,Geneva County,41569.0,26383.0,2962.7
Illinois,Franklin County,43671.0,38688.0,2964.1
Missouri,Phelps County,44987.0,44587.0,2967.4
Ohio,Champaign County,59909.0,38861.0,2968.1
North Dakota,Emmons County,51012.0,3262.0,297.7
Tennessee,Henry County,41037.0,32251.0,2970.5
Missouri,Webster County,55827.0,39127.0,2973.6
Ohio,Butler County,69023.0,382129.0,29731.8
North Carolina,Pasquotank County,54439.0,39775.0,2977.7
Kansas,Cowley County,50786.0,35090.0,2978.8
Kansas,Osborne County,50774.0,3494.0,298.8
Iowa,Jasper County,59481.0,37032.0,2980
Washington,Jefferson County,57693.0,31825.0,2986
Missouri,Schuyler County,44420.0,4550.0,299.9
Florida,Collier County,70217.0,379345.0,29905.8
Virginia,Petersburg City,43029.0,30791.0,2996.9
Indiana,Dubois County,62846.0,42534.0,3003.9
New Hampshire,Hillsborough County,82099.0,415305.0,30042.6
Pennsylvania,Lehigh County,66214.0,367338.0,30054.6
Louisiana,Natchitoches Parish,30625.0,38505.0,3008.2
Pennsylvania,Mckean County,49240.0,41021.0,3008.7
Nebraska,Valley County,56205.0,4100.0,301
Montana,Sheridan County,54135.0,3389.0,301.2
North Dakota,Nelson County,53063.0,2864.0,301.3
Kentucky,Owsley County,29406.0,4416.0,301.6
Virginia,Gloucester County,71649.0,37362.0,3011.5
Illinois,Marion County,49925.0,37524.0,3012.9
Mississippi,Adams County,30633.0,31103.0,3014.9
Indiana,Marshall County,54207.0,46336.0,3017.9
West Virginia,Marshall County,48179.0,30900.0,3029.4
Illinois,Grundy County,75767.0,50798.0,3030.7
West Virginia,Jackson County,49115.0,28793.0,3032.2
Minnesota,Goodhue County,69334.0,46330.0,3035.2
Missouri,Scotland County,47708.0,4923.0,304
Maine,Sagadahoc County,68039.0,35720.0,3044.4
Washington,Kittitas County,59703.0,47097.0,3045.7
Tennessee,Henderson County,44534.0,27956.0,3045.9
Virginia,Louisa County,67027.0,36654.0,3046.5
Wisconsin,Oneida County,58156.0,35480.0,3047.5
Pennsylvania,Luzerne County,53194.0,317547.0,30479.6
Michigan,Gratiot County,49795.0,40692.0,3049.7
Kansas,Stafford County,51857.0,4125.0,305
Colorado,Costilla County,34732.0,3810.0,305.5
Ohio,Shelby County,64522.0,48610.0,3054.7
Missouri,Callaway County,59835.0,44944.0,3054.9
Texas,Jasper County,42756.0,35562.0,3054.9
Missouri,Pettis County,49315.0,42421.0,3055.3
Ohio,Lorain County,58798.0,309134.0,30581.3
Missouri,Johnson County,56440.0,53948.0,3066.1
Mississippi,Neshoba County,40750.0,29250.0,3068
Florida,Escambia County,53023.0,316691.0,30708.6
Pennsylvania,Greene County,55993.0,36484.0,3071.4
Louisiana,Beauregard Parish,49256.0,37387.0,3072.5
Indiana,Montgomery County,56408.0,38295.0,3074.7
Louisiana,Iberville Parish,49539.0,32626.0,3075.2
Virginia,Accomack County,46178.0,32560.0,3077.5
Alabama,Pike County,39218.0,33274.0,3078.6
West Virginia,Mineral County,51723.0,27047.0,3078.9
Missouri,Stone County,51476.0,31875.0,3079
Georgia,Gilmer County,57376.0,30986.0,3080.1
Tennessee,Lawrence County,43734.0,43780.0,3084.4
Indiana,Knox County,47394.0,36833.0,3090.9
Ohio,Fayette County,48637.0,28609.0,3091
Pennsylvania,Huntingdon County,53597.0,45145.0,3091.2
Texas,Nueces County,56784.0,362151.0,30922.4
Georgia,Sumter County,37174.0,29714.0,3093.6
Kentucky,Shelby County,72564.0,48100.0,3093.7
Montana,Silver Bow County,49359.0,34895.0,3097.6
Pennsylvania,York County,68940.0,447628.0,30975.8
Ohio,Ottawa County,59306.0,40557.0,3098.3
South Carolina,Spartanburg County,53757.0,313791.0,30980.9
North Dakota,Dickey County,64521.0,4857.0,310.7
Virginia,Prince George County,75123.0,38292.0,3100.8
Wisconsin,Monroe County,60595.0,46155.0,3101.7
California,Sonoma County,86173.0,496801.0,31064.8
Maryland,Talbot County,73102.0,37087.0,3108.1
Pennsylvania,Westmoreland County,61398.0,350722.0,31089.4
Nebraska,Nuckolls County,52975.0,4204.0,311.4
North Carolina,Davie County,62028.0,42543.0,3114.3
Iowa,Des Moines County,51784.0,39227.0,3116.1
Tennessee,Cheatham County,63988.0,40539.0,3117.6
Nebraska,Scotts Bluff County,53433.0,35884.0,3121.4
Iowa,Marshall County,58735.0,39804.0,3124
Colorado,La Plata County,69291.0,56138.0,3124.1
West Virginia,Hancock County,48140.0,29118.0,3124.2
Michigan,Sanilac County,49852.0,41179.0,3126.7
Kansas,Montgomery County,45288.0,32114.0,3128.4
Kansas,Barber County,49668.0,4493.0,313
Missouri,Stoddard County,42761.0,29255.0,3134.9
