State,County,median_household_income,total_population
North Carolina,Montgomery County,45147.0,27223.0
North Carolina,Moore County,63324.0,99263.0
North Carolina,Nash County,49949.0,94287.0
North Carolina,New Hanover County,56689.0,231448.0
North Carolina,Northampton County,38969.0,19672.0
North Carolina,Onslow County,51560.0,198377.0
North Carolina,Orange County,74803.0,146354.0
North Carolina,Pamlico County,48531.0,12673.0
North Carolina,Pasquotank County,54439.0,39775.0
North Carolina,Pender County,60044.0,61891.0
North Carolina,Perquimans County,51036.0,13513.0
North Carolina,Person County,57323.0,39561.0
North Carolina,Pitt County,49337.0,179961.0
North Carolina,Polk County,52125.0,20682.0
North Carolina,Randolph County,48984.0,143460.0
North Carolina,Richmond County,39051.0,44759.0
North Carolina,Robeson County,35362.0,131656.0
North Carolina,Rockingham County,45697.0,91051.0
North Carolina,Rowan County,51054.0,140978.0
North Carolina,Rutherford County,43183.0,66741.0
North Carolina,Sampson County,42914.0,63284.0
North Carolina,Scotland County,35936.0,34921.0
North Carolina,Stokes County,51668.0,45688.0
North Carolina,Surry County,44979.0,71904.0
North Carolina,Transylvania County,51509.0,34039.0
North Carolina,Tyrrell County,38250.0,3978.0
North Carolina,Vance County,41827.0,44614.0
North Carolina,Wake County,83567.0,1091662.0
North Carolina,Washington County,30941.0,11788.0
North Carolina,Watauga County,46453.0,55669.0
North Carolina,Wilkes County,44980.0,68341.0
North Carolina,Wilson County,44594.0,81579.0
North Carolina,Yancey County,44554.0,17870.0
North Dakota,Barnes County,60472.0,10592.0
North Dakota,Benson County,50329.0,6860.0
North Dakota,Bottineau County,65074.0,6418.0
North Dakota,Bowman County,70521.0,3091.0
North Dakota,Burleigh County,72974.0,95509.0
North Dakota,Cass County,65976.0,179937.0
North Dakota,Dickey County,64521.0,4857.0
North Dakota,Dunn County,82750.0,4362.0
North Dakota,Eddy County,52895.0,2262.0
North Dakota,Foster County,61250.0,3231.0
North Dakota,Golden Valley County,72308.0,1796.0
North Dakota,Grant County,53750.0,2318.0
North Dakota,Griggs County,53917.0,2314.0
North Dakota,Kidder County,52063.0,2468.0
North Dakota,LaMoure County,61477.0,4225.0
North Dakota,McHenry County,67039.0,5825.0
North Dakota,McIntosh County,51136.0,2535.0
North Dakota,McLean County,70261.0,9531.0
North Dakota,Mercer County,82087.0,8359.0
North Dakota,Mountrail County,70412.0,10348.0
North Dakota,Oliver County,66641.0,1962.0
North Dakota,Pembina County,60910.0,6850.0
North Dakota,Ramsey County,52688.0,11521.0
North Dakota,Ransom County,62235.0,5258.0
North Dakota,Richland County,60833.0,16245.0
North Dakota,Rolette County,46481.0,14437.0
North Dakota,Sheridan County,54250.0,1289.0
North Dakota,Sioux County,41893.0,4339.0
North Dakota,Stark County,69412.0,31164.0
North Dakota,Steele County,77167.0,1817.0
North Dakota,Towner County,49464.0,2191.0
North Dakota,Traill County,67604.0,7999.0
North Dakota,Ward County,68098.0,68962.0
North Dakota,Williams County,79508.0,36044.0
North Dakota,Adams County,48750.0,2271.0
North Dakota,Billings County,64896.0,886.0
North Dakota,Burke County,79405.0,2142.0
North Dakota,Cavalier County,54955.0,3769.0
North Dakota,Divide County,64650.0,2289.0
North Dakota,Emmons County,51012.0,3262.0
North Dakota,Grand Forks County,53721.0,70243.0
North Dakota,Hettinger County,59750.0,2510.0
North Dakota,Logan County,60592.0,1743.0
North Dakota,McKenzie County,75238.0,13836.0
North Dakota,Morton County,72778.0,31118.0
North Dakota,Nelson County,53063.0,2864.0
North Dakota,Pierce County,57398.0,4061.0
North Dakota,Renville County,69848.0,2387.0
North Dakota,Sargent County,64564.0,3899.0
North Dakota,Slope County,65833.0,788.0
North Dakota,Stutsman County,52815.0,20879.0
North Dakota,Walsh County,55428.0,10642.0
North Dakota,Wells County,56519.0,3889.0
Ohio,Darke County,54799.0,51387.0
Ohio,Erie County,58408.0,74419.0
Ohio,Franklin County,62352.0,1304715.0
Ohio,Geauga County,83730.0,93657.0
Ohio,Hamilton County,59190.0,815790.0
Ohio,Harrison County,49454.0,15132.0
Ohio,Highland County,47973.0,43080.0
Ohio,Huron County,55041.0,58271.0
Ohio,Knox County,61590.0,61776.0
Ohio,Licking County,67736.0,175409.0
Ohio,Lucas County,49946.0,430319.0
Ohio,Mahoning County,47092.0,228452.0
Ohio,Meigs County,43445.0,22974.0
Ohio,Monroe County,46241.0,13827.0
Ohio,Morrow County,61769.0,35148.0
Ohio,Ottawa County,59306.0,40557.0
Ohio,Pickaway County,61629.0,58112.0
Ohio,Portage County,59485.0,162476.0
Ohio,Richland County,49186.0,121043.0
Ohio,Scioto County,41866.0,75441.0
Ohio,Stark County,55045.0,371516.0
Ohio,Tuscarawas County,54451.0,92165.0
Ohio,Vinton County,45034.0,13045.0
Ohio,Adams County,40067.0,27685.0
Ohio,Allen County,51892.0,102808.0
Ohio,Ashland County,55422.0,53533.0
Ohio,Ashtabula County,47925.0,97416.0
Ohio,Athens County,42414.0,65945.0
Ohio,Auglaize County,66193.0,45709.0
Ohio,Belmont County,51574.0,67424.0
Ohio,Brown County,57200.0,43508.0
Ohio,Butler County,69023.0,382129.0
Ohio,Carroll County,52574.0,27195.0
Ohio,Champaign County,59909.0,38861.0
Ohio,Clark County,51504.0,134409.0
Ohio,Clermont County,69720.0,205616.0
Ohio,Clinton County,54683.0,42000.0
Ohio,Columbiana County,49407.0,102514.0
Ohio,Coshocton County,48552.0,36558.0
Ohio,Crawford County,46391.0,41603.0
Ohio,Cuyahoga County,51741.0,1241475.0
Ohio,Defiance County,62110.0,38024.0
Ohio,Delaware County,111411.0,205454.0
Ohio,Fairfield County,70906.0,156204.0
Ohio,Fayette County,48637.0,28609.0
Ohio,Fulton County,61290.0,42186.0
Ohio,Gallia County,48975.0,29995.0
Ohio,Greene County,70055.0,167867.0
Ohio,Guernsey County,46352.0,38996.0
Ohio,Hancock County,57384.0,75765.0
Ohio,Hardin County,50214.0,31393.0
Ohio,Henry County,60425.0,27068.0
Ohio,Hocking County,54774.0,28306.0
Ohio,Holmes County,64453.0,43954.0
Ohio,Jackson County,48915.0,32440.0
Ohio,Jefferson County,46849.0,65943.0
Ohio,Lake County,65814.0,229755.0
Ohio,Lawrence County,46584.0,59901.0
Ohio,Logan County,60417.0,45315.0
Ohio,Lorain County,58798.0,309134.0
Ohio,Madison County,68663.0,44248.0
Ohio,Marion County,49225.0,65179.0
Ohio,Medina County,77784.0,179116.0
Ohio,Mercer County,65566.0,41034.0
Ohio,Miami County,62347.0,106074.0
Ohio,Montgomery County,53064.0,531988.0
Ohio,Morgan County,43791.0,14557.0
Ohio,Muskingum County,48350.0,86033.0
Ohio,Noble County,50070.0,14410.0
Ohio,Paulding County,56531.0,18742.0
Ohio,Perry County,52978.0,36076.0
Ohio,Pike County,44115.0,27914.0
Ohio,Preble County,61339.0,40995.0
Ohio,Putnam County,67790.0,33836.0
Ohio,Ross County,51508.0,76816.0
Ohio,Sandusky County,55245.0,58801.0
Ohio,Seneca County,52897.0,55251.0
Ohio,Shelby County,64522.0,48610.0
Ohio,Summit County,59253.0,540810.0
Ohio,Trumbull County,47799.0,199144.0
Ohio,Union County,88565.0,57871.0
Ohio,Van Wert County,55991.0,28213.0
Ohio,Warren County,89410.0,232540.0
Ohio,Washington County,51808.0,60217.0
Ohio,Wayne County,61424.0,116063.0
Ohio,Williams County,52855.0,36760.0
Ohio,Wood County,63189.0,130662.0
Ohio,Wyandot County,57925.0,21907.0
Oklahoma,Cotton County,49583.0,5783.0
Oklahoma,Custer County,51351.0,28929.0
Oklahoma,Ellis County,48264.0,3936.0
Oklahoma,Grady County,64507.0,55315.0
Oklahoma,Harmon County,53087.0,2663.0
Oklahoma,Hughes County,38020.0,13265.0
Oklahoma,Johnston County,44238.0,11028.0
Oklahoma,Kiowa County,34747.0,8816.0
Oklahoma,Lincoln County,51206.0,34936.0
Oklahoma,McClain County,70005.0,39921.0
Oklahoma,Major County,56781.0,7654.0
Oklahoma,Murray County,53696.0,13972.0
Oklahoma,Nowata County,42051.0,10243.0
Oklahoma,Oklahoma County,55519.0,792668.0
Oklahoma,Ottawa County,40662.0,31283.0
Oklahoma,Pittsburg County,47511.0,43955.0
Oklahoma,Pushmataha County,38325.0,11055.0
Oklahoma,Seminole County,38588.0,24624.0
Oklahoma,Texas County,50702.0,20633.0
Oklahoma,Wagoner County,64958.0,80264.0
Oklahoma,Woods County,51985.0,8914.0
Oklahoma,Adair County,34375.0,22171.0
Oklahoma,Alfalfa County,64122.0,5791.0
Oklahoma,Atoka County,42392.0,13815.0
Oklahoma,Beaver County,55083.0,5326.0
Oklahoma,Beckham County,47095.0,21860.0
Oklahoma,Blaine County,49638.0,9521.0
Oklahoma,Bryan County,47175.0,47325.0
Oklahoma,Caddo County,46499.0,29179.0
Oklahoma,Canadian County,73591.0,144610.0
Oklahoma,Carter County,51148.0,48380.0
Oklahoma,Cherokee County,43378.0,48871.0
Oklahoma,Choctaw County,37121.0,14727.0
Oklahoma,Cimarron County,47095.0,2159.0
Oklahoma,Cleveland County,65412.0,282189.0
Oklahoma,Coal County,42277.0,5577.0
Oklahoma,Comanche County,52377.0,121374.0
Oklahoma,Craig County,43003.0,14274.0
Oklahoma,Creek County,52315.0,71505.0
Oklahoma,Delaware County,44268.0,42741.0
Oklahoma,Dewey County,51169.0,4885.0
Oklahoma,Garfield County,55435.0,61555.0
Oklahoma,Garvin County,47321.0,27789.0
Oklahoma,Grant County,53147.0,4369.0
Oklahoma,Greer County,46794.0,5790.0
Oklahoma,Harper County,44318.0,3730.0
Oklahoma,Haskell County,43950.0,12688.0
Oklahoma,Jackson County,52535.0,24808.0
Oklahoma,Jefferson County,43871.0,6084.0
Oklahoma,Kay County,47456.0,44074.0
Oklahoma,Kingfisher County,61738.0,15811.0
Oklahoma,Latimer County,40044.0,10239.0
Oklahoma,Le Flore County,41900.0,49999.0
Oklahoma,Logan County,70456.0,47401.0
Oklahoma,Love County,54423.0,10128.0
Oklahoma,McCurtain County,39091.0,32913.0
Oklahoma,McIntosh County,39588.0,19677.0
Oklahoma,Marshall County,48573.0,16688.0
Oklahoma,Mayes County,50012.0,41098.0
Oklahoma,Muskogee County,41633.0,68451.0
Oklahoma,Noble County,60019.0,11263.0
Oklahoma,Okfuskee County,40913.0,11987.0
Oklahoma,Okmulgee County,45319.0,38553.0
Oklahoma,Osage County,50105.0,47074.0
Oklahoma,Pawnee County,50991.0,16402.0
Oklahoma,Payne County,42103.0,81912.0
Oklahoma,Pontotoc County,51682.0,38385.0
Oklahoma,Pottawatomie County,51150.0,72511.0
Oklahoma,Roger Mills County,54653.0,3635.0
Oklahoma,Rogers County,66038.0,92052.0
Oklahoma,Sequoyah County,41803.0,41687.0
Oklahoma,Stephens County,51156.0,43401.0
Oklahoma,Tillman County,39975.0,7347.0
Oklahoma,Tulsa County,57024.0,650291.0
Oklahoma,Washington County,53384.0,51995.0
Oklahoma,Washita County,52591.0,11066.0
Oklahoma,Woodward County,56182.0,20352.0
Oregon,Benton County,65142.0,92168.0
Oregon,Morrow County,56572.0,11425.0
Oregon,Polk County,65665.0,84730.0
Oregon,Umatilla County,57973.0,77319.0
Oregon,Wasco County,54725.0,26274.0
Oregon,Yamhill County,67296.0,106087.0
Oregon,Baker County,46250.0,16090.0
Oregon,Clackamas County,82911.0,415084.0
Oregon,Clatsop County,57466.0,39656.0
Oregon,Columbia County,68170.0,52117.0
Oregon,Coos County,49445.0,64175.0
Oregon,Crook County,59000.0,23733.0
Oregon,Curry County,53174.0,22889.0
Oregon,Deschutes County,68937.0,191749.0
Oregon,Douglas County,50031.0,110015.0
Oregon,Gilliam County,41838.0,1896.0
Oregon,Grant County,48202.0,7174.0
Oregon,Harney County,43387.0,7310.0
Oregon,Hood River County,72418.0,23270.0
Oregon,Jackson County,56327.0,218781.0
Oregon,Jefferson County,55844.0,24048.0
Oregon,Josephine County,47733.0,87097.0
Oregon,Klamath County,48560.0,67606.0
Oregon,Lake County,44237.0,7896.0
Oregon,Lane County,54942.0,377749.0
Oregon,Lincoln County,50775.0,49336.0
Oregon,Linn County,59547.0,127216.0
Oregon,Malheur County,44362.0,30632.0
Oregon,Marion County,61817.0,343742.0
Oregon,Multnomah County,71425.0,809869.0
Oregon,Sherman County,51472.0,1686.0
Oregon,Tillamook County,54268.0,26782.0
Oregon,Union County,53940.0,26502.0
Oregon,Wallowa County,53423.0,7065.0
Oregon,Washington County,86626.0,595761.0
Oregon,Wheeler County,45354.0,1417.0
Pennsylvania,Adams County,68411.0,102627.0
Pennsylvania,Beaver County,59014.0,164781.0
Pennsylvania,Blair County,50856.0,122495.0
Pennsylvania,Butler County,72642.0,187798.0
Pennsylvania,Carbon County,57601.0,63964.0
Pennsylvania,Clarion County,49695.0,38633.0
Pennsylvania,Columbia County,52219.0,65390.0
Pennsylvania,Dauphin County,63123.0,277071.0
Pennsylvania,Erie County,52863.0,272046.0
Pennsylvania,Franklin County,63420.0,154954.0
Pennsylvania,Huntingdon County,53597.0,45145.0
Pennsylvania,Juniata County,53502.0,24657.0
Pennsylvania,Lawrence County,50080.0,86148.0
Pennsylvania,Luzerne County,53194.0,317547.0
Pennsylvania,Mifflin County,52641.0,46179.0
Pennsylvania,Westmoreland County,61398.0,350722.0
Pennsylvania,Allegheny County,62320.0,1218380.0
Pennsylvania,Armstrong County,53545.0,65356.0
Pennsylvania,Bedford County,51531.0,48154.0
Pennsylvania,Berks County,66154.0,419062.0
Pennsylvania,Bradford County,52375.0,60721.0
Pennsylvania,Bucks County,93181.0,627668.0
Pennsylvania,Cambria County,47644.0,131611.0
Pennsylvania,Cameron County,40342.0,4512.0
Pennsylvania,Centre County,61921.0,162264.0
Pennsylvania,Chester County,104161.0,521980.0
Pennsylvania,Clearfield County,50150.0,79466.0
Pennsylvania,Clinton County,51145.0,38549.0
Pennsylvania,Crawford County,51919.0,85074.0
Pennsylvania,Cumberland County,71979.0,251487.0
Pennsylvania,Delaware County,76238.0,565328.0
Pennsylvania,Elk County,54961.0,30077.0
Pennsylvania,Fayette County,49075.0,130329.0
Pennsylvania,Forest County,41225.0,7190.0
Pennsylvania,Fulton County,55424.0,14492.0
Pennsylvania,Greene County,55993.0,36484.0
Pennsylvania,Indiana County,49270.0,84463.0
Pennsylvania,Jefferson County,49604.0,43570.0
Pennsylvania,Lackawanna County,54064.0,210162.0
Pennsylvania,Lancaster County,69588.0,543050.0
Pennsylvania,Lebanon County,61632.0,140410.0
Pennsylvania,Lehigh County,66214.0,367338.0
Pennsylvania,Lycoming County,54906.0,114014.0
Pennsylvania,McKean County,49240.0,41021.0
Pennsylvania,Mercer County,50529.0,110519.0
Pennsylvania,Monroe County,68734.0,168824.0
Pennsylvania,Montgomery County,93518.0,827180.0
Pennsylvania,Montour County,59915.0,18178.0
Pennsylvania,Northampton County,73088.0,304233.0
Pennsylvania,Northumberland County,49273.0,91234.0
Pennsylvania,Perry County,70660.0,46133.0
Pennsylvania,Philadelphia County,49127.0,1581531.0
Pennsylvania,Pike County,67495.0,55660.0
Pennsylvania,Potter County,47696.0,16685.0
Pennsylvania,Schuylkill County,53703.0,141935.0
Pennsylvania,Snyder County,60227.0,40452.0
Pennsylvania,Somerset County,51255.0,73844.0
Pennsylvania,Sullivan County,49830.0,6038.0
Pennsylvania,Susquehanna County,55788.0,40604.0
Pennsylvania,Tioga County,51838.0,40759.0
Pennsylvania,Union County,56824.0,44831.0
Pennsylvania,Venango County,51405.0,51355.0
Pennsylvania,Warren County,52034.0,39466.0
Pennsylvania,Washington County,65478.0,207081.0
Pennsylvania,Wayne County,55572.0,51268.0
Pennsylvania,Wyoming County,60075.0,27078.0
Pennsylvania,York County,68940.0,447628.0
Rhode Island,Newport County,84282.0,82731.0
Rhode Island,Bristol County,85413.0,48645.0
Rhode Island,Kent County,75857.0,164122.0
Rhode Island,Providence County,62323.0,636161.0
Rhode Island,Washington County,86970.0,126139.0
South Carolina,Aiken County,53385.0,169947.0
South Carolina,Bamberg County,42830.0,14236.0
South Carolina,Berkeley County,65443.0,222103.0
South Carolina,Cherokee County,37787.0,57110.0
South Carolina,Clarendon County,43881.0,33865.0
South Carolina,Dorchester County,63501.0,161309.0
South Carolina,Florence County,49645.0,138237.0
South Carolina,Greenwood County,41081.0,70672.0
South Carolina,Jasper County,45924.0,29558.0
South Carolina,Lee County,32851.0,17144.0
South Carolina,Marion County,30791.0,30954.0
South Carolina,Oconee County,49691.0,78314.0
South Carolina,Richland County,54441.0,414660.0
South Carolina,Sumter County,46570.0,106675.0
South Carolina,Abbeville County,43090.0,24582.0
South Carolina,Allendale County,26074.0,8789.0
South Carolina,Anderson County,53598.0,200183.0
South Carolina,Barnwell County,37572.0,21170.0
South Carolina,Beaufort County,71430.0,189732.0
South Carolina,Calhoun County,49844.0,14608.0
South Carolina,Charleston County,67182.0,407543.0
South Carolina,Chester County,43985.0,32260.0
South Carolina,Chesterfield County,41937.0,45833.0
South Carolina,Colleton County,36748.0,37624.0
South Carolina,Darlington County,37141.0,66858.0
South Carolina,Dillon County,36429.0,30473.0
South Carolina,Edgefield County,52491.0,27021.0
South Carolina,Fairfield County,43861.0,22406.0
South Carolina,Georgetown County,52488.0,62150.0
South Carolina,Hampton County,38178.0,19223.0
South Carolina,Horry County,51570.0,344186.0
South Carolina,Kershaw County,53980.0,65926.0
South Carolina,Lancaster County,65421.0,95378.0
South Carolina,Laurens County,44374.0,66990.0
South Carolina,Lexington County,62740.0,295033.0
South Carolina,McCormick County,47402.0,9495.0
South Carolina,Marlboro County,31528.0,26376.0
South Carolina,Newberry County,46038.0,38329.0
South Carolina,Orangeburg County,36802.0,86953.0
South Carolina,Pickens County,51032.0,125381.0
South Carolina,Saluda County,43410.0,20292.0
South Carolina,Spartanburg County,53757.0,313791.0
South Carolina,Union County,41117.0,27325.0
South Carolina,Williamsburg County,35681.0,30810.0
South Carolina,York County,68555.0,273887.0
South Carolina,Greenville County,62422.0,516126.0
South Dakota,Aurora County,65132.0,2757.0
South Dakota,Bon Homme County,50195.0,6914.0
South Dakota,Brule County,57181.0,5233.0
South Dakota,Hanson County,63750.0,3423.0
South Dakota,Hutchinson County,61290.0,7308.0
South Dakota,Jerauld County,49265.0,2009.0
South Dakota,Lawrence County,52146.0,25806.0
South Dakota,McCook County,66208.0,5543.0
South Dakota,Meade County,62275.0,28149.0
South Dakota,Minnehaha County,63699.0,191682.0
South Dakota,Pennington County,58278.0,112504.0
South Dakota,Sanborn County,55398.0,2372.0
South Dakota,Sully County,60508.0,1278.0
South Dakota,Turner County,63062.0,8325.0
South Dakota,Yankton County,61878.0,22746.0
South Dakota,Beadle County,53461.0,18338.0
South Dakota,Bennett County,41887.0,3430.0
South Dakota,Brookings County,57471.0,35115.0
South Dakota,Brown County,61816.0,38988.0
South Dakota,Buffalo County,35000.0,2005.0
South Dakota,Butte County,49353.0,10295.0
South Dakota,Campbell County,54228.0,1458.0
South Dakota,Charles Mix County,52348.0,9324.0
South Dakota,Clark County,50709.0,3715.0
South Dakota,Clay County,51447.0,14076.0
South Dakota,Codington County,57885.0,28133.0
South Dakota,Corson County,36705.0,4106.0
South Dakota,Custer County,64556.0,8826.0
South Dakota,Davison County,48267.0,19890.0
South Dakota,Day County,46753.0,5452.0
South Dakota,Deuel County,67396.0,4309.0
South Dakota,Dewey County,45859.0,5841.0
South Dakota,Douglas County,61793.0,2913.0
South Dakota,Edmunds County,64896.0,3876.0
South Dakota,Fall River County,51383.0,6721.0
South Dakota,Faulk County,49423.0,2315.0
South Dakota,Grant County,65327.0,7125.0
South Dakota,Gregory County,44706.0,4193.0
South Dakota,Haakon County,40673.0,1935.0
South Dakota,Hamlin County,67626.0,6104.0
South Dakota,Hand County,58333.0,3064.0
South Dakota,Harding County,61111.0,1178.0
South Dakota,Hughes County,69575.0,17560.0
South Dakota,Hyde County,59844.0,1446.0
South Dakota,Jackson County,24549.0,3296.0
South Dakota,Jones County,46688.0,873.0
South Dakota,Kingsbury County,61316.0,4936.0
South Dakota,Lake County,63165.0,12747.0
South Dakota,Lincoln County,84260.0,58887.0
South Dakota,Lyman County,54484.0,3831.0
South Dakota,McPherson County,51379.0,2316.0
South Dakota,Marshall County,68056.0,4881.0
South Dakota,Mellette County,33882.0,2065.0
South Dakota,Miner County,53135.0,2213.0
South Dakota,Moody County,61894.0,6508.0
South Dakota,Oglala Lakota County,31423.0,14277.0
South Dakota,Perkins County,61815.0,2996.0
South Dakota,Potter County,57120.0,2311.0
South Dakota,Roberts County,50877.0,10310.0
South Dakota,Spink County,62125.0,6438.0
South Dakota,Stanley County,71602.0,3058.0
South Dakota,Todd County,24102.0,10308.0
South Dakota,Tripp County,54054.0,5448.0
South Dakota,Union County,74006.0,15659.0
South Dakota,Walworth County,51481.0,5431.0
South Dakota,Ziebach County,36615.0,2767.0
Tennessee,Meigs County,50733.0,12237.0
Tennessee,Montgomery County,60878.0,204992.0
Tennessee,Moore County,63762.0,6396.0
Tennessee,Obion County,39985.0,30343.0
Tennessee,Overton County,36478.0,22171.0
Tennessee,Pickett County,43125.0,5068.0
Tennessee,Polk County,45326.0,16807.0
Tennessee,Rhea County,46096.0,32964.0
Tennessee,Roane County,55578.0,53331.0
Tennessee,Rutherford County,68718.0,324139.0
Tennessee,Scott County,37135.0,22020.0
Tennessee,Sequatchie County,44217.0,14936.0
Tennessee,Shelby County,52092.0,936611.0
Tennessee,Smith County,48611.0,19926.0
Tennessee,Sullivan County,47438.0,157707.0
Tennessee,Sumner County,69878.0,187680.0
Tennessee,Trousdale County,56981.0,10910.0
Tennessee,Unicoi County,44526.0,17821.0
Tennessee,Van Buren County,47576.0,5813.0
Tennessee,Warren County,42668.0,40971.0
Tennessee,Wayne County,42206.0,16638.0
Tennessee,Weakley County,41488.0,33377.0
Tennessee,Williamson County,111196.0,232380.0
Tennessee,Wilson County,78962.0,140604.0
Tennessee,Bedford County,52973.0,48937.0
Tennessee,Blount County,60301.0,131641.0
Tennessee,Cannon County,52518.0,14374.0
Tennessee,Cheatham County,63988.0,40539.0
Tennessee,Clay County,32064.0,7640.0
Tennessee,Crockett County,47581.0,14310.0
Tennessee,Decatur County,40389.0,11663.0
Tennessee,Jackson County,35880.0,11767.0
Tennessee,Knox County,59250.0,466184.0
Tennessee,Lawrence County,43734.0,43780.0
Tennessee,Loudon County,61664.0,53169.0
Tennessee,Macon County,38080.0,24208.0
Tennessee,Marshall County,55299.0,33708.0
Tennessee,Monroe County,45576.0,46413.0
Tennessee,Morgan County,41701.0,21538.0
Tennessee,Perry County,48716.0,8020.0
Tennessee,Putnam County,45160.0,78542.0
Tennessee,Robertson County,66088.0,70982.0
Tennessee,Sevier County,51734.0,98007.0
Tennessee,Stewart County,49537.0,13553.0
Tennessee,Tipton County,62474.0,61562.0
Tennessee,Union County,45143.0,19678.0
Tennessee,Washington County,48923.0,128874.0
Tennessee,White County,44282.0,27087.0
Tennessee,Anderson County,52338.0,76513.0
Tennessee,Benton County,39019.0,16133.0
Tennessee,Bledsoe County,49382.0,14961.0
Tennessee,Bradley County,51872.0,106924.0
Tennessee,Campbell County,41769.0,39818.0
Tennessee,Carroll County,42877.0,27841.0
Tennessee,Carter County,40820.0,56452.0
Tennessee,Chester County,53336.0,17260.0
Tennessee,Claiborne County,37954.0,31827.0
Tennessee,Cocke County,38530.0,35797.0
Tennessee,Coffee County,51030.0,56024.0
Tennessee,Cumberland County,49423.0,60016.0
Tennessee,Davidson County,62515.0,690540.0
Tennessee,DeKalb County,44389.0,20104.0
Tennessee,Dickson County,57804.0,53289.0
Tennessee,Dyer County,45042.0,37201.0
Tennessee,Fayette County,63618.0,40612.0
Tennessee,Fentress County,40203.0,18405.0
Tennessee,Franklin County,47777.0,41999.0
Tennessee,Gibson County,45557.0,49193.0
Tennessee,Giles County,49815.0,29403.0
Tennessee,Grainger County,44703.0,23268.0
Tennessee,Greene County,43150.0,69077.0
Tennessee,Grundy County,43116.0,13371.0
Tennessee,Hamblen County,43151.0,64479.0
Tennessee,Hamilton County,56606.0,364718.0
Tennessee,Hancock County,28234.0,6568.0
Tennessee,Hardeman County,39636.0,25247.0
Tennessee,Hardin County,42285.0,25665.0
Tennessee,Hawkins County,45318.0,56735.0
Tennessee,Haywood County,38994.0,17391.0
Tennessee,Henderson County,44534.0,27956.0
Tennessee,Henry County,41037.0,32251.0
Tennessee,Hickman County,47457.0,25017.0
Tennessee,Houston County,43521.0,8201.0
Tennessee,Humphreys County,48411.0,18528.0
Tennessee,Jefferson County,51899.0,54162.0
Tennessee,Johnson County,38090.0,17755.0
Tennessee,Lake County,34230.0,7273.0
Tennessee,Lauderdale County,41905.0,25689.0
Tennessee,Lewis County,36977.0,12131.0
Tennessee,Lincoln County,53923.0,34158.0
Tennessee,McMinn County,46872.0,53392.0
Tennessee,McNairy County,40327.0,25814.0
Tennessee,Madison County,48396.0,97838.0
Tennessee,Marion County,50059.0,28639.0
Tennessee,Maury County,60567.0,94615.0
Texas,Anderson County,45847.0,57917.0
Texas,Angelina County,49684.0,87119.0
Texas,Aransas County,47924.0,24220.0
Texas,Armstrong County,69386.0,1950.0
Texas,Atascosa County,59251.0,50194.0
Texas,Bailey County,55038.0,6916.0
Texas,Bandera County,60361.0,22770.0
Texas,Baylor County,40946.0,3560.0
Texas,Bee County,45287.0,32609.0
Texas,Bexar County,58288.0,1978826.0
Texas,Blanco County,70397.0,11733.0
Texas,Bosque County,57337.0,18428.0
Texas,Brazoria County,83325.0,368062.0
Texas,Brazos County,50289.0,226370.0
Texas,Briscoe County,37875.0,1348.0
Texas,Brooks County,25058.0,7100.0
Texas,Burleson County,60058.0,18237.0
Texas,Burnet County,59919.0,47548.0
Texas,Calhoun County,57170.0,21470.0
Texas,Callahan County,51955.0,13959.0
Texas,Camp County,49539.0,12938.0
Texas,Carson County,74246.0,5957.0
Texas,Castro County,49900.0,7561.0
Texas,Chambers County,95989.0,42571.0
Texas,Childress County,43564.0,7219.0
Texas,Clay County,63125.0,10444.0
Texas,Coke County,45072.0,3298.0
Texas,Coleman County,46948.0,8281.0
Texas,Collingsworth County,41202.0,2939.0
Texas,Colorado County,52663.0,21357.0
Texas,Comal County,80781.0,148921.0
Texas,Comanche County,54889.0,13597.0
Texas,Concho County,53333.0,3018.0
Texas,Cooke County,62733.0,40428.0
Texas,Coryell County,54712.0,75576.0
Texas,Cottle County,40250.0,1624.0
Texas,Crane County,54596.0,4739.0
Texas,Crockett County,46695.0,3393.0
Texas,Crosby County,42470.0,5753.0
Texas,Culberson County,34853.0,2183.0
Texas,Dallam County,58956.0,7272.0
Texas,Dallas County,61870.0,2622634.0
Texas,Dawson County,40469.0,12849.0
Texas,Deaf Smith County,49790.0,18617.0
Texas,Delta County,49868.0,5277.0
Texas,Denton County,90354.0,861690.0
Texas,DeWitt County,53815.0,20217.0
Texas,Dickens County,41141.0,2182.0
Texas,Dimmit County,25996.0,10232.0
Texas,Donley County,51875.0,3317.0
Texas,Duval County,45349.0,11194.0
Texas,Ector County,63096.0,162067.0
Texas,Edwards County,40643.0,1944.0
Texas,El Paso County,48292.0,836915.0
Texas,Erath County,55383.0,42226.0
Texas,Fannin County,57898.0,35046.0
Texas,Fayette County,62872.0,25247.0
Texas,Floyd County,52714.0,5782.0
Texas,Foard County,39306.0,1207.0
Texas,Franklin County,59632.0,10767.0
Texas,Freestone County,52232.0,19744.0
Texas,Gaines County,62994.0,21077.0
Texas,Garza County,58938.0,6028.0
Texas,Gillespie County,61445.0,26668.0
Texas,Goliad County,50000.0,7578.0
Texas,Gonzales County,58210.0,20828.0
Texas,Grayson County,58296.0,133527.0
Texas,Gregg County,52027.0,123633.0
Texas,Guadalupe County,75774.0,163030.0
Texas,Hale County,47500.0,33463.0
Texas,Hamilton County,46893.0,8434.0
Texas,Hansford County,46507.0,5431.0
